idRuta,rutaDirection,estNumber,estId
133,A,5,2711
133,A,6,1998
133,A,7,1858
133,A,8,1785
133,A,9,2028
133,A,10,1832
133,A,11,1833
133,A,12,1880
133,A,13,1975
133,A,14,1976
133,A,15,1977
133,A,16,1845
133,A,17,1844
133,A,18,1804
133,A,19,1849
133,A,20,1978
133,A,21,2375
133,A,22,2205
133,A,23,2206
133,A,24,2376
133,A,25,2377
133,A,26,2207
133,A,27,3146
133,A,28,2396
133,A,29,2397
133,A,30,2107
133,A,31,2249
133,A,32,218
133,A,33,221
133,A,34,225
133,A,35,229
133,A,36,233
133,A,37,235
133,A,38,237
133,A,39,239
133,A,40,241
133,A,41,242
133,A,42,4211
133,A,43,3176
133,A,44,3177
133,A,45,3178
133,A,46,2329
133,A,47,2827
133,A,48,2593
133,A,49,3051
133,A,50,3501
133,B,1,330
133,B,2,333
133,B,3,2828
133,B,4,2507
133,B,5,2711
133,B,6,1998
133,B,7,1858
133,B,8,1785
133,B,9,2028
133,B,10,1832
133,B,11,1833
133,B,12,1880
133,B,13,1975
133,B,14,1976
133,B,15,1977
133,B,16,1845
133,B,17,1844
133,B,18,1804
133,B,19,1849
133,B,20,1978
133,B,21,2375
133,B,22,2205
133,B,23,2206
133,B,24,2376
133,B,25,2377
133,B,26,2207
133,B,27,3146
133,B,28,2396
133,B,29,2397
133,B,30,2107
133,B,31,2249
133,B,32,218
133,B,33,221
133,B,34,225
133,B,35,229
133,B,36,233
133,B,37,235
133,B,38,237
133,B,39,239
133,B,40,241
133,B,41,242
133,B,42,4211
133,B,43,3176
133,B,44,3177
133,B,45,3178
133,B,46,2329
133,B,47,2827
133,B,48,2593
133,B,49,3051
133,B,50,3501
378,,0,7633
378,,1,7631
378,,2,7628
378,,3,7627
378,,4,7625
378,,5,7624
378,,6,7623
378,,7,7649
378,,8,7651
378,,9,7652
378,,10,7655
378,,11,7657
378,,12,7676
378,,13,7677
378,,14,7678
378,,15,7680
378,,16,7683
378,,17,7686
378,,18,7687
283,,0,7617
283,,1,7615
283,,2,7614
283,,3,7612
283,,4,7607
283,,5,7606
283,,6,7604
283,,7,7591
283,,8,7592
283,,9,7596
283,,10,7599
283,,11,7602
283,,12,7693
283,,13,7696
283,,14,7698
283,,15,7699
283,,16,7707
235,A,1,6155
235,A,2,6194
235,A,3,6217
235,A,4,2377
235,A,5,2207
235,A,6,2934
235,A,7,2935
235,A,8,2208
235,A,9,2091
235,A,10,1396
235,A,11,2382
235,A,12,2712
235,A,13,2936
235,A,14,3256
235,A,15,2937
235,A,16,2209
235,A,17,6215
235,A,18,6188
235,B,1,6155
235,B,2,6194
235,B,3,6217
235,B,4,2377
42,A,1,2251
42,A,2,2234
235,B,5,2207
42,A,3,2235
235,B,6,2934
42,A,4,2370
235,B,7,2935
42,A,5,2492
235,B,8,2208
42,A,6,2834
235,B,9,2091
235,B,10,1396
42,A,7,2568
235,B,11,2382
235,B,12,2712
42,A,8,2981
235,B,13,2936
42,A,9,2982
235,B,14,3256
42,A,10,2771
235,B,15,2937
42,A,11,2772
235,B,16,2209
235,B,17,6215
42,A,12,2773
235,B,18,6188
42,A,13,2559
42,A,14,2560
42,A,15,2561
42,A,16,2562
42,A,17,2134
42,A,18,2135
42,A,19,2136
42,A,20,2137
42,A,21,2138
42,A,22,1876
42,A,23,1950
42,A,24,1032
42,A,25,1033
42,A,26,1034
42,A,27,1035
42,A,28,63
42,A,29,64
42,A,30,65
42,A,31,66
42,A,32,67
42,A,33,68
42,A,34,1117
42,A,35,1120
42,A,36,1123
42,A,37,1126
42,A,38,1129
42,A,39,2353
42,A,40,2352
42,A,41,2367
42,A,42,2179
42,A,43,2467
42,A,44,2074
42,A,45,2679
42,A,46,1714
42,A,47,3377
42,A,48,2829
42,A,49,3197
42,A,50,2830
42,A,51,4158
42,A,52,4163
42,A,53,5513
42,A,54,5520
42,A,55,2766
42,A,56,2974
42,A,57,2264
42,A,58,2738
42,A,59,5890
42,B,1,2251
42,B,2,2234
42,B,3,2235
42,B,4,2370
42,B,5,2492
42,B,6,2834
42,B,7,2568
42,B,8,2981
42,B,9,2982
42,B,10,2771
42,B,11,2772
42,B,12,2773
42,B,13,2559
42,B,14,2560
42,B,15,2561
42,B,16,2562
42,B,17,2134
42,B,18,2135
42,B,19,2136
42,B,20,2137
42,B,21,2138
42,B,22,1876
42,B,23,1950
42,B,24,1032
42,B,25,1033
42,B,26,1034
42,B,27,1035
42,B,28,63
42,B,29,64
42,B,30,65
42,B,31,66
42,B,32,67
42,B,33,68
42,B,34,1117
42,B,35,1120
42,B,36,1123
42,B,37,1126
42,B,38,1129
42,B,39,2353
42,B,40,2352
42,B,41,2367
42,B,42,2179
42,B,43,2467
42,B,44,2074
42,B,45,2679
42,B,46,1714
42,B,47,3377
42,B,48,2829
42,B,49,3197
42,B,50,2830
42,B,51,4158
42,B,52,4163
42,B,53,5513
42,B,54,5520
42,B,55,2766
42,B,56,2974
42,B,57,2264
42,B,58,2738
42,B,59,5890
186,A,1,4041
186,A,2,4042
186,A,3,5210
186,A,4,5209
186,A,5,5221
186,A,6,5231
186,A,7,4323
186,A,8,4326
186,A,9,3996
186,A,10,3995
186,A,11,2646
186,A,12,2645
186,A,13,1965
186,A,14,1897
186,A,15,1896
186,A,16,2223
186,A,17,2226
186,A,18,2227
186,A,19,2237
186,A,20,2244
186,A,21,2238
186,A,22,2239
186,A,23,2233
186,A,24,2229
186,A,25,358
186,A,26,360
186,A,27,362
186,A,28,364
186,A,29,366
186,A,30,368
186,A,31,370
186,A,32,372
186,A,33,48
186,A,34,296
186,A,35,297
186,A,36,299
186,A,37,301
186,A,38,303
186,A,39,305
186,A,40,307
186,A,41,309
186,A,42,311
186,A,43,313
186,A,44,315
186,B,1,4041
186,B,2,4042
186,B,3,5210
186,B,4,5209
186,B,5,5221
186,B,6,5231
186,B,7,4323
186,B,8,4326
186,B,9,3996
186,B,10,3995
186,B,11,2646
186,B,12,2645
186,B,13,1965
186,B,14,1897
186,B,15,1896
186,B,16,2223
186,B,17,2226
186,B,18,2227
186,B,19,2237
186,B,20,2244
186,B,21,2238
186,B,22,2239
186,B,23,2233
186,B,24,2229
186,B,25,358
186,B,26,360
186,B,27,362
186,B,28,364
186,B,29,366
186,B,30,368
186,B,31,370
186,B,32,372
186,B,33,48
186,B,34,296
186,B,35,297
186,B,36,299
186,B,37,301
186,B,38,303
186,B,39,305
186,B,40,307
186,B,41,309
186,B,42,311
186,B,43,313
186,B,44,315
20,A,1,4679
20,A,2,4027
20,A,3,3520
20,A,4,4028
20,A,5,6151
20,A,6,4236
20,A,7,4226
20,A,8,2871
20,A,9,3115
20,A,10,2474
20,A,11,2334
20,A,12,2449
20,A,13,2450
20,A,14,2335
20,A,15,4013
20,A,16,3176
20,A,17,3177
20,A,18,3178
20,A,19,3621
20,A,20,3620
20,A,21,4998
20,A,22,1947
20,A,23,1948
20,A,24,1949
20,A,25,7209
20,A,26,2022
20,A,27,2023
20,A,28,2294
20,A,29,1443
20,A,30,1444
20,A,31,1445
20,A,32,1447
20,A,33,1449
20,A,34,2718
20,A,35,2719
20,A,36,7210
20,A,37,2211
20,A,38,2212
20,A,39,2387
20,A,40,3028
20,A,41,2213
20,A,42,2519
20,A,43,2388
20,A,44,2942
20,A,45,3260
20,A,46,2214
20,A,47,1983
20,A,48,7793
20,A,49,1913
20,A,50,1778
20,A,51,1822
20,A,52,1984
20,A,53,5979
20,A,54,91
20,A,55,1331
20,A,56,1334
20,A,57,1336
20,A,58,1338
20,A,59,1340
20,A,60,1342
20,A,61,1045
20,A,62,1886
20,A,63,1887
20,A,64,996
20,A,65,2901
20,A,66,1773
20,A,67,1772
20,A,68,1771
20,A,69,1770
20,A,70,4774
20,A,71,4780
20,A,72,4121
20,A,73,4120
20,A,74,4442
20,A,75,4443
20,A,76,4444
20,A,77,5452
20,A,78,4445
20,A,79,3302
20,A,80,3805
20,A,81,2970
20,A,82,2405
20,A,83,2406
20,A,84,2407
20,A,85,2958
20,A,86,3817
20,B,1,4679
20,B,2,4027
20,B,3,3520
20,B,4,4028
20,B,5,6151
20,B,6,4236
20,B,7,4226
20,B,8,2871
20,B,9,3115
20,B,10,2474
20,B,11,2334
20,B,12,2449
20,B,13,2450
20,B,14,2335
20,B,15,4013
20,B,16,3176
20,B,17,3177
20,B,18,3178
20,B,19,3621
20,B,20,3620
20,B,21,4998
20,B,22,1947
20,B,23,1948
20,B,24,1949
20,B,25,7209
20,B,26,2022
20,B,27,2023
20,B,28,2294
20,B,29,1443
20,B,30,1444
20,B,31,1445
20,B,32,1447
20,B,33,1449
20,B,34,2718
20,B,35,2719
20,B,36,7210
20,B,37,2211
20,B,38,2212
20,B,39,2387
20,B,40,3028
20,B,41,2213
20,B,42,2519
20,B,43,2388
20,B,44,2942
20,B,45,3260
20,B,46,2214
20,B,47,1983
20,B,48,7793
20,B,49,1913
20,B,50,1778
20,B,51,1822
20,B,52,1984
20,B,53,5979
20,B,54,91
20,B,55,1331
20,B,56,1334
20,B,57,1336
20,B,58,1338
20,B,59,1340
20,B,60,1342
20,B,61,1045
20,B,62,1886
20,B,63,1887
20,B,64,996
20,B,65,2901
20,B,66,1773
20,B,67,1772
20,B,68,1771
20,B,69,1770
20,B,70,4774
20,B,71,4780
20,B,72,4121
20,B,73,4120
20,B,74,4442
20,B,75,4443
20,B,76,4444
20,B,77,5452
20,B,78,4445
20,B,79,3302
20,B,80,3805
20,B,81,2970
20,B,82,2405
20,B,83,2406
20,B,84,2407
20,B,85,2958
20,B,86,3817
568,,1,1643
568,,2,1645
568,,3,1647
568,,4,2189
568,,5,5671
568,,6,1691
568,,7,1692
118,A,1,6971
118,A,2,6967
118,A,3,2760
118,A,4,2214
118,A,5,1983
118,A,6,3608
118,A,7,3602
118,A,8,3595
118,A,9,4180
118,A,10,5351
118,A,11,4580
118,A,12,4578
118,A,13,2543
118,A,14,2409
118,A,15,2544
118,A,16,2410
118,A,17,3894
118,A,18,1984
118,A,19,2215
118,A,20,91
118,A,21,92
118,A,22,1330
118,A,23,1331
118,A,24,1333
118,A,25,1335
118,A,26,1337
118,A,27,1339
118,A,28,1341
118,A,29,1045
118,A,30,1886
118,A,31,1887
118,A,32,996
118,A,33,997
118,A,34,998
118,A,35,999
118,A,36,1520
118,A,37,1521
118,A,38,1522
118,A,39,1523
118,A,40,1524
118,A,41,1525
118,A,42,1640
118,A,43,1526
118,A,44,1527
118,A,45,1528
118,A,46,1529
118,A,47,1530
118,A,48,1532
118,A,49,1534
118,A,50,1536
118,A,51,1538
118,A,52,1540
118,A,53,4173
118,A,54,2176
118,A,55,2628
118,A,56,3421
118,A,57,3897
118,A,58,3898
118,A,59,3895
118,B,1,6971
118,B,2,6967
118,B,3,2760
118,B,4,2214
118,B,5,1983
118,B,6,3608
118,B,7,3602
118,B,8,3595
118,B,9,4180
118,B,10,5351
118,B,11,4580
118,B,12,4578
118,B,13,2543
118,B,14,2409
118,B,15,2544
118,B,16,2410
118,B,17,3894
118,B,18,1984
118,B,19,2215
118,B,20,91
118,B,21,92
118,B,22,1330
118,B,23,1331
118,B,24,1333
118,B,25,1335
118,B,26,1337
118,B,27,1339
118,B,28,1341
118,B,29,1045
118,B,30,1886
118,B,31,1887
118,B,32,996
118,B,33,997
118,B,34,998
118,B,35,999
118,B,36,1520
118,B,37,1521
118,B,38,1522
118,B,39,1523
118,B,40,1524
118,B,41,1525
118,B,42,1640
118,B,43,1526
118,B,44,1527
118,B,45,1528
118,B,46,1529
118,B,47,1530
118,B,48,1532
118,B,49,1534
118,B,50,1536
118,B,51,1538
118,B,52,1540
118,B,53,4173
118,B,54,2176
118,B,55,2628
118,B,56,3421
118,B,57,3897
118,B,58,3898
118,B,59,3895
581,,1,5014
581,,2,2288
581,,3,2015
581,,4,3625
581,,5,6119
581,,6,6142
581,,7,6152
581,,8,6164
581,,9,6158
581,,10,1710
581,,11,6226
581,,12,6222
581,,13,6199
581,,14,6167
581,,15,6153
581,,16,6143
581,,17,3626
581,,18,3624
581,,19,2280
581,,20,5015
627,,0,7630
627,,1,7623
318,,0,7733
318,,1,7732
318,,2,7731
318,,3,7728
318,,4,7727
318,,5,7602
318,,6,7597
318,,7,7595
318,,8,7593
318,,9,7592
318,,10,7605
318,,11,7607
318,,12,7608
318,,13,7609
318,,14,7611
318,,15,7618
318,,16,7619
236,A,1,3399
236,A,2,3502
236,A,3,2205
236,A,4,2206
236,A,5,2376
236,A,6,2377
236,A,7,2207
236,A,8,3146
236,A,9,2396
236,A,10,2397
236,A,11,2107
236,A,12,2249
236,A,13,6481
236,A,14,4950
236,A,15,4959
236,A,16,2368
236,A,17,2484
236,A,18,2684
236,A,19,2906
236,A,20,2209
236,A,21,2383
236,A,22,2384
236,A,23,3401
236,B,1,3399
236,B,2,3502
236,B,3,2205
236,B,4,2206
236,B,5,2376
236,B,6,2377
236,B,7,2207
236,B,8,3146
236,B,9,2396
236,B,10,2397
236,B,11,2107
236,B,12,2249
236,B,13,6481
236,B,14,4950
236,B,15,4959
236,B,16,2368
236,B,17,2484
236,B,18,2684
236,B,19,2906
236,B,20,2209
236,B,21,2383
236,B,22,2384
236,B,23,3401
567,,1,3513
567,,2,4665
567,,3,1786
567,,4,1935
567,,5,1936
567,,6,5594
567,,7,2439
567,,8,5595
567,,9,5596
567,,10,1869
567,,11,1846
567,,12,5597
567,,13,4018
122,A,1,3854
122,A,2,4505
122,A,3,3855
122,A,4,3058
122,A,5,3059
122,A,6,5842
122,A,7,944
122,A,8,946
122,A,9,7751
122,A,10,948
122,A,11,1219
122,A,12,1222
122,A,13,1225
122,A,14,1049
122,A,15,1050
122,A,16,1051
122,A,17,1052
122,A,18,1053
122,A,19,1054
122,A,20,1055
122,A,21,1056
122,A,22,1057
122,A,23,1058
122,A,24,1059
122,A,25,1733
122,A,26,1734
122,A,27,1747
122,A,28,413
122,A,29,415
122,A,30,417
122,A,31,419
122,A,32,421
122,A,33,423
122,A,34,425
122,A,35,427
122,A,36,2940
122,A,37,2713
122,B,1,3854
122,B,2,4505
122,B,3,3855
122,B,4,3058
122,B,5,3059
122,B,6,5842
122,B,7,944
122,B,8,946
122,B,9,7751
122,B,10,948
122,B,11,1219
122,B,12,1222
122,B,13,1225
122,B,14,1049
122,B,15,1050
122,B,16,1051
122,B,17,1052
122,B,18,1053
122,B,19,1054
122,B,20,1055
122,B,21,1056
122,B,22,1057
122,B,23,1058
122,B,24,1059
122,B,25,1733
122,B,26,1734
122,B,27,1747
122,B,28,413
122,B,29,415
122,B,30,417
122,B,31,419
122,B,32,421
122,B,33,423
122,B,34,425
122,B,35,427
122,B,36,2940
122,B,37,2713
580,,1,5028
580,,2,1708
580,,3,6147
580,,4,6191
580,,5,6231
580,,6,6251
580,,7,6276
580,,8,6264
580,,9,6246
580,,10,6224
580,,11,6198
580,,12,6154
580,,13,1627
580,,14,5031
624,,0,7630
624,,1,7623
624,,2,7734
652,A,1,3542
652,A,2,3544
652,A,3,2667
652,A,4,2669
652,A,5,1885
652,A,6,1677
652,A,7,1678
652,A,8,2123
652,A,9,2124
652,A,10,2412
652,A,11,2631
652,A,12,2855
652,A,13,2632
652,A,14,2853
652,A,15,2633
652,A,16,3102
652,A,17,2463
652,A,18,1843
652,A,19,3193
652,A,20,3571
652,A,21,3575
652,A,22,3578
652,A,23,3579
652,A,24,1025
652,A,25,1520
652,A,26,1521
652,A,27,938
652,A,28,940
652,A,29,942
652,A,30,944
652,A,31,946
652,A,32,7751
652,A,33,949
652,A,34,952
652,A,35,955
652,A,36,958
652,A,37,1769
652,A,38,596
652,A,39,601
652,A,40,604
652,A,41,608
652,A,42,613
652,A,43,617
652,A,44,621
652,A,45,625
652,A,46,629
652,A,47,633
652,A,48,636
652,A,49,640
652,A,50,644
652,A,51,647
652,A,52,653
652,A,53,657
652,A,54,661
652,A,55,664
652,A,56,668
652,A,57,672
652,A,58,676
652,A,59,205
652,A,60,208
652,A,61,211
652,A,62,214
652,A,63,215
652,A,64,220
652,A,65,223
652,A,66,224
652,A,67,228
652,A,68,231
652,A,69,234
652,A,70,236
652,A,71,238
652,A,72,240
652,A,73,1947
652,A,74,1948
652,A,75,1949
652,A,76,7209
652,A,77,2022
652,A,78,2023
652,A,79,2294
652,A,80,1433
652,A,81,1435
652,A,82,1715
652,A,83,1827
652,A,84,1874
652,A,85,1875
652,A,86,1726
652,A,87,1751
652,A,88,1837
652,A,89,1736
652,A,90,1737
652,B,1,3542
652,B,2,3544
652,B,3,2667
652,B,4,2669
652,B,5,1885
652,B,6,1677
652,B,7,1678
652,B,8,2123
652,B,9,2124
652,B,10,2412
652,B,11,2631
652,B,12,2855
652,B,13,2632
652,B,14,2853
652,B,15,2633
652,B,16,3102
652,B,17,2463
652,B,18,1843
652,B,19,3193
652,B,20,3571
652,B,21,3575
652,B,22,3578
652,B,23,3579
652,B,24,1025
652,B,25,1520
652,B,26,1521
652,B,27,938
652,B,28,940
652,B,29,942
652,B,30,944
652,B,31,946
652,B,32,7751
652,B,33,949
652,B,34,952
652,B,35,955
652,B,36,958
652,B,37,1769
652,B,38,596
652,B,39,601
652,B,40,604
652,B,41,608
652,B,42,613
652,B,43,617
652,B,44,621
652,B,45,625
652,B,46,629
652,B,47,633
652,B,48,636
652,B,49,640
652,B,50,644
652,B,51,647
652,B,52,653
652,B,53,657
652,B,54,661
652,B,55,664
652,B,56,668
652,B,57,672
652,B,58,676
652,B,59,205
652,B,60,208
652,B,61,211
652,B,62,214
652,B,63,215
652,B,64,220
652,B,65,223
652,B,66,224
652,B,67,228
652,B,68,231
652,B,69,234
652,B,70,236
652,B,71,238
652,B,72,240
652,B,73,1947
652,B,74,1948
652,B,75,1949
652,B,76,7209
652,B,77,2022
652,B,78,2023
652,B,79,2294
652,B,80,1433
652,B,81,1435
652,B,82,1715
652,B,83,1827
652,B,84,1874
652,B,85,1875
652,B,86,1726
652,B,87,1751
652,B,88,1837
652,B,89,1736
652,B,90,1737
319,,0,7619
319,,1,7618
319,,2,7611
319,,3,7609
319,,4,7608
319,,5,7607
319,,6,7605
319,,7,7592
319,,8,7593
319,,9,7595
319,,10,7597
319,,11,7602
319,,12,7727
319,,13,7728
319,,14,7731
319,,15,7732
319,,16,7733
43,A,1,357
43,A,2,358
43,A,3,360
43,A,4,362
43,A,5,364
43,A,6,366
43,A,7,368
43,A,8,370
43,A,9,372
43,A,10,48
43,A,11,296
43,A,12,298
43,A,13,300
43,A,14,302
43,A,15,304
43,A,16,306
43,A,17,308
43,A,18,310
43,A,19,312
43,A,20,314
43,A,21,316
43,A,22,318
43,A,23,320
43,A,24,322
43,A,25,323
43,A,26,327
43,A,27,329
43,A,28,332
43,A,29,335
43,A,30,338
43,A,31,341
43,A,32,344
43,A,33,346
43,A,34,348
43,A,35,350
43,A,36,352
43,A,37,1723
43,A,38,1713
43,A,39,2948
43,A,40,1856
43,A,41,1928
43,A,42,1974
43,A,43,1929
43,A,44,1814
43,A,45,1719
43,A,46,444
43,A,47,447
43,A,48,450
43,A,49,2104
43,A,50,2219
43,A,51,6988
43,A,52,2220
43,A,53,6989
43,A,54,3418
43,A,55,3419
43,A,56,3420
43,A,57,1834
43,A,58,1835
43,A,59,1881
43,A,60,1789
43,A,61,1790
43,A,62,892
43,A,63,895
43,A,64,897
43,A,65,899
43,A,66,902
43,A,67,905
43,A,68,1548
43,A,69,1550
43,A,70,1552
43,A,71,1610
43,A,72,1612
43,A,73,1749
43,A,74,1714
43,A,75,1773
43,A,76,1772
43,A,77,1771
43,A,78,1770
43,A,79,1968
43,A,80,2671
43,A,81,4080
43,A,82,4733
43,A,83,4734
43,A,84,5705
43,A,85,4566
43,A,86,3572
43,B,1,357
43,B,2,358
43,B,3,360
43,B,4,362
43,B,5,364
43,B,6,366
43,B,7,368
43,B,8,370
43,B,9,372
43,B,10,48
43,B,11,296
43,B,12,298
43,B,13,300
43,B,14,302
43,B,15,304
43,B,16,306
43,B,17,308
43,B,18,310
43,B,19,312
43,B,20,314
43,B,21,316
43,B,22,318
43,B,23,320
43,B,24,322
43,B,25,323
43,B,26,327
43,B,27,329
43,B,28,332
43,B,29,335
43,B,30,338
43,B,31,341
43,B,32,344
43,B,33,346
43,B,34,348
43,B,35,350
43,B,36,352
43,B,37,1723
43,B,38,1713
43,B,39,2948
43,B,40,1856
43,B,41,1928
43,B,42,1974
43,B,43,1929
43,B,44,1814
43,B,45,1719
43,B,46,444
43,B,47,447
43,B,48,450
43,B,49,2104
43,B,50,2219
43,B,51,6988
43,B,52,2220
43,B,53,6989
43,B,54,3418
43,B,55,3419
43,B,56,3420
43,B,57,1834
43,B,58,1835
43,B,59,1881
43,B,60,1789
43,B,61,1790
43,B,62,892
43,B,63,895
43,B,64,897
43,B,65,899
43,B,66,902
43,B,67,905
43,B,68,1548
43,B,69,1550
43,B,70,1552
43,B,71,1610
43,B,72,1612
43,B,73,1749
43,B,74,1714
43,B,75,1773
43,B,76,1772
43,B,77,1771
43,B,78,1770
43,B,79,1968
43,B,80,2671
43,B,81,4080
43,B,82,4733
43,B,83,4734
43,B,84,5705
43,B,85,4566
43,B,86,3572
237,A,1,3399
237,A,2,3400
237,A,3,2008
237,A,4,2009
237,A,5,2010
237,A,6,2011
237,A,7,4921
237,A,8,4915
237,A,9,4903
237,A,10,4898
237,A,11,4128
237,A,12,5977
237,A,13,5972
237,A,14,5979
237,A,15,4116
237,A,16,4902
237,A,17,4918
237,A,18,4919
237,A,19,4922
237,A,20,4924
237,A,21,6391
237,A,22,6405
237,A,23,2831
237,B,1,3399
237,B,2,3400
237,B,3,2008
237,B,4,2009
237,B,5,2010
237,B,6,2011
237,B,7,4921
237,B,8,4915
237,B,9,4903
237,B,10,4898
237,B,11,4128
237,B,12,5977
237,B,13,5972
237,B,14,5979
237,B,15,4116
237,B,16,4902
237,B,17,4918
237,B,18,4919
237,B,19,4922
237,B,20,4924
237,B,21,6391
237,B,22,6405
237,B,23,2831
119,A,1,1958
119,A,2,2060
119,A,3,1912
119,A,4,1981
119,A,5,1982
119,A,6,2907
119,A,7,2518
119,A,8,2716
119,A,9,3711
119,A,10,3712
119,A,11,3713
119,A,12,2717
119,A,13,1447
119,A,14,1449
119,A,15,2718
119,A,16,2719
119,A,17,7210
119,A,18,2211
119,A,19,2212
119,A,20,2387
119,A,21,3028
119,A,22,2213
119,A,23,2519
119,A,24,2388
119,A,25,2942
119,A,26,3260
119,A,27,2214
119,A,28,1983
119,A,29,1913
119,A,30,1778
119,A,31,1822
119,A,32,1984
119,A,33,2215
119,A,34,91
119,A,35,92
119,A,36,1332
119,A,37,1334
119,A,38,1336
119,A,39,1338
119,A,40,1340
119,A,41,1342
119,A,42,1346
119,A,43,1348
119,A,44,1350
119,A,45,1351
119,A,46,1352
119,A,47,1353
119,A,48,1516
119,A,49,1517
119,A,50,1518
119,A,51,1000
119,A,52,1001
119,A,53,1002
119,A,54,1003
119,A,55,1004
119,A,56,1005
119,A,57,1007
119,A,58,1009
119,A,59,1011
119,A,60,7587
119,A,61,1724
119,A,62,1764
119,A,63,1741
119,A,64,1725
119,A,65,5654
119,A,66,5652
119,A,67,5650
119,B,1,1958
119,B,2,2060
119,B,3,1912
119,B,4,1981
119,B,5,1982
119,B,6,2907
119,B,7,2518
119,B,8,2716
119,B,9,3711
119,B,10,3712
119,B,11,3713
119,B,12,2717
119,B,13,1447
119,B,14,1449
119,B,15,2718
119,B,16,2719
119,B,17,7210
119,B,18,2211
119,B,19,2212
119,B,20,2387
119,B,21,3028
119,B,22,2213
119,B,23,2519
119,B,24,2388
119,B,25,2942
119,B,26,3260
119,B,27,2214
119,B,28,1983
119,B,29,1913
119,B,30,1778
119,B,31,1822
119,B,32,1984
119,B,33,2215
119,B,34,91
119,B,35,92
119,B,36,1332
119,B,37,1334
119,B,38,1336
119,B,39,1338
119,B,40,1340
119,B,41,1342
119,B,42,1346
119,B,43,1348
119,B,44,1350
119,B,45,1351
119,B,46,1352
119,B,47,1353
119,B,48,1516
119,B,49,1517
119,B,50,1518
119,B,51,1000
119,B,52,1001
119,B,53,1002
119,B,54,1003
119,B,55,1004
119,B,56,1005
119,B,57,1007
119,B,58,1009
119,B,59,1011
119,B,60,7587
119,B,61,1724
119,B,62,1764
119,B,63,1741
119,B,64,1725
119,B,65,5654
119,B,66,5652
119,B,67,5650
566,,1,4481
566,,2,3744
566,,3,3745
566,,4,3746
566,,5,4482
566,,6,4483
566,,7,2583
566,,8,2438
566,,9,2584
566,,10,2585
566,,11,2439
566,,12,2586
566,,13,2587
566,,14,3835
566,,15,4484
566,,16,1686
566,,17,4485
566,,18,3747
566,,19,3754
566,,20,3755
566,,21,1868
579,,1,2681
579,,2,2683
579,,3,2685
579,,4,2689
579,,5,2686
579,,6,3217
579,,7,3220
579,,8,5791
579,,9,5112
579,,10,5101
579,,11,2688
579,,12,2690
579,,13,2687
579,,14,2682
579,,15,2680
187,A,1,1289
187,A,2,1290
187,A,3,1291
187,A,4,5268
187,A,5,5270
187,A,6,3466
187,A,7,5279
187,A,8,5284
187,A,9,5288
187,A,10,5464
187,A,11,3313
187,A,12,1952
187,A,13,1884
187,A,14,1883
187,A,15,2030
187,A,16,2031
187,A,17,4637
187,A,18,4640
187,A,19,4642
187,A,20,4645
187,A,21,4648
187,A,22,2356
187,A,23,2355
187,A,24,2702
187,A,25,2700
187,A,26,2699
187,A,27,2698
187,A,28,2924
187,A,29,2923
187,A,30,2921
187,A,31,2868
187,A,32,2867
187,A,33,2370
187,A,34,2492
187,A,35,3132
187,A,36,9
187,A,37,10
187,A,38,11
187,A,39,13
187,A,40,16
187,A,41,19
187,A,42,22
187,A,43,25
187,A,44,470
187,A,45,473
187,A,46,475
187,A,47,478
187,A,48,482
187,A,49,485
187,A,50,488
187,A,51,492
187,A,52,496
187,A,53,500
187,A,54,503
187,A,55,509
187,A,56,513
187,A,57,515
187,A,58,520
187,A,59,524
187,A,60,528
187,A,61,532
187,A,62,536
187,A,63,540
187,A,64,544
187,A,65,547
187,A,66,552
187,A,67,557
187,A,68,561
187,A,69,564
187,A,70,568
187,A,71,571
187,A,72,573
187,A,73,575
187,A,74,577
187,A,75,579
187,A,76,581
187,A,77,1593
187,A,78,1596
187,A,79,1598
187,A,80,1600
187,A,81,3121
187,A,82,3122
187,A,83,2842
187,A,84,1574
187,A,85,1576
187,A,86,1577
187,A,87,1579
187,A,88,1484
187,A,89,1486
187,A,90,2710
187,A,91,2374
187,A,92,6973
187,A,93,1900
187,A,94,1901
187,A,95,1972
187,A,96,2281
187,A,97,2130
187,A,98,2014
187,A,99,2421
187,A,100,2282
187,A,101,2422
187,A,102,2556
187,A,103,2288
187,A,104,2015
187,A,105,2557
187,A,106,1707
187,A,107,1708
187,A,108,1709
187,A,109,1710
187,A,110,6259
187,A,111,6286
187,A,112,6316
187,A,113,6339
187,A,114,6332
187,A,115,6315
187,A,116,6321
187,A,117,6341
187,B,1,1289
187,B,2,1290
187,B,3,1291
187,B,4,5268
187,B,5,5270
187,B,6,3466
187,B,7,5279
187,B,8,5284
187,B,9,5288
187,B,10,5464
187,B,11,3313
187,B,12,1952
187,B,13,1884
187,B,14,1883
187,B,15,2030
187,B,16,2031
187,B,17,4637
187,B,18,4640
187,B,19,4642
187,B,20,4645
187,B,21,4648
187,B,22,2356
187,B,23,2355
187,B,24,2702
187,B,25,2700
187,B,26,2699
187,B,27,2698
187,B,28,2924
187,B,29,2923
187,B,30,2921
187,B,31,2868
187,B,32,2867
187,B,33,2370
187,B,34,2492
187,B,35,3132
187,B,36,9
187,B,37,10
187,B,38,11
187,B,39,13
187,B,40,16
187,B,41,19
187,B,42,22
187,B,43,25
187,B,44,470
187,B,45,473
187,B,46,475
187,B,47,478
187,B,48,482
