idRuta,rutaDirection,estNumber,estId
72,B,24,2149
72,B,25,2150
72,B,26,2975
72,B,27,2976
72,B,28,2977
72,B,29,2978
72,B,30,2979
72,B,31,2980
72,B,32,10
72,B,33,11
72,B,34,14
72,B,35,17
72,B,36,20
72,B,37,23
72,B,38,26
72,B,39,469
72,B,40,472
72,B,41,476
72,B,42,479
72,B,43,481
72,B,44,484
72,B,45,487
72,B,46,491
72,B,47,495
72,B,48,499
72,B,49,504
72,B,50,508
72,B,51,510
72,B,52,516
72,B,53,519
72,B,54,523
72,B,55,527
72,B,56,531
72,B,57,535
72,B,58,539
72,B,59,543
72,B,60,548
72,B,61,551
72,B,62,555
72,B,63,559
72,B,64,563
72,B,65,567
72,B,66,898
72,B,67,901
72,B,68,904
72,B,69,1547
72,B,70,1549
72,B,71,1551
72,B,72,1611
72,B,73,1612
72,B,74,1749
72,B,75,1714
72,B,76,1773
72,B,77,1772
72,B,78,1771
72,B,79,1770
72,B,80,1968
72,B,81,2671
72,B,82,925
72,B,83,927
72,B,84,1006
72,B,85,1008
72,B,86,1010
72,B,87,1012
72,B,88,7587
72,B,89,1724
72,B,90,1764
72,B,91,1741
72,B,92,1725
72,B,93,1819
72,B,94,1786
72,B,95,1935
72,B,96,1936
72,B,97,2635
72,B,98,2005
72,B,99,5631
72,B,100,5627
72,B,101,5622
72,B,102,5592
72,B,103,1971
72,B,104,2088
72,B,105,2706
223,A,1,4193
223,A,2,3610
223,A,3,5585
223,A,4,1173
223,A,5,5974
223,A,6,5973
223,A,7,5960
223,A,8,5958
223,A,9,5945
223,A,10,2904
223,A,11,5943
223,A,12,5948
223,A,13,5949
223,B,1,4193
223,B,2,3610
223,B,3,5585
223,B,4,1173
223,B,5,5974
223,B,6,5973
223,B,7,5960
223,B,8,5958
223,B,9,5945
223,B,10,2904
223,B,11,5943
223,B,12,5948
223,B,13,5949
347,,0,7619
347,,1,7618
347,,2,7616
347,,3,7614
347,,4,7613
347,,5,7608
347,,6,7607
347,,7,7605
347,,8,7604
347,,9,7603
347,,10,7635
347,,11,7652
347,,12,7653
347,,13,7655
347,,14,7656
347,,15,7657
347,,16,7678
347,,17,7682
347,,18,7683
347,,19,7687
393,,0,7687
393,,1,7753
393,,2,7688
393,,3,7689
393,,4,7690
393,,5,7691
589,,1,1966
589,,2,4891
589,,3,3606
589,,4,3198
589,,5,3600
589,,6,5531
589,,7,4178
589,,8,5526
589,,9,4179
589,,10,5923
589,,11,4179
589,,12,4181
589,,13,3205
589,,14,3207
589,,15,5531
589,,16,3610
589,,17,3607
589,,18,4891
589,,19,2037
308,,0,7675
308,,1,7598
308,,2,7597
308,,3,7595
308,,4,7594
308,,5,7593
308,,6,7592
308,,7,7590
308,,8,7589
308,,9,7641
308,,10,7642
308,,11,7646
603,,1,3941
603,,2,2824
603,,3,4609
603,,4,6508
603,,5,6510
603,,6,2791
603,,7,2792
603,,8,4607
603,,9,2796
603,,10,2797
603,,11,2798
603,,12,6543
603,,13,6549
603,,14,4610
603,,15,3048
603,,16,2825
110,A,1,6275
110,A,2,3011
110,A,3,2796
110,A,4,2797
110,A,5,2798
110,A,6,6379
110,A,7,4610
110,A,8,2825
110,A,9,3049
110,A,10,2826
110,A,11,2327
110,A,12,2328
110,A,13,2592
110,A,14,3164
110,A,15,864
110,A,16,866
110,A,17,868
110,A,18,870
110,A,19,872
110,A,20,874
110,A,21,876
110,A,22,878
110,A,23,880
110,A,24,882
110,A,25,884
110,A,26,886
110,A,27,887
110,A,28,888
110,A,29,889
110,A,30,890
110,A,31,891
110,A,32,892
110,A,33,894
110,A,34,896
110,A,35,899
110,A,36,902
110,A,37,905
110,A,38,908
110,A,39,910
110,A,40,912
110,A,41,914
110,A,42,916
110,A,43,918
110,A,44,920
110,A,45,1510
110,A,46,1511
110,A,47,1000
110,A,48,3580
110,A,49,3577
110,A,50,3574
110,A,51,3570
110,A,52,3194
110,A,53,2547
110,A,54,4068
110,A,55,4070
110,A,56,2349
110,A,57,2670
110,A,58,2477
110,A,59,2630
110,A,60,2854
110,A,61,1941
110,A,62,1942
110,A,63,3250
110,A,64,3251
110,A,65,2707
110,A,66,3432
110,A,67,3431
110,A,68,3541
110,A,69,3188
110,A,70,4699
110,A,71,1662
110,A,72,1806
110,A,73,1850
110,A,74,1851
110,A,75,1667
110,A,76,918
110,B,1,6275
110,B,2,3011
110,B,3,2796
110,B,4,2797
110,B,5,2798
110,B,6,6379
110,B,7,4610
110,B,8,2825
110,B,9,3049
110,B,10,2826
110,B,11,2327
110,B,12,2328
110,B,13,2592
110,B,14,3164
110,B,15,864
110,B,16,866
110,B,17,868
110,B,18,870
110,B,19,872
110,B,20,874
110,B,21,876
110,B,22,878
110,B,23,880
110,B,24,882
110,B,25,884
110,B,26,886
110,B,27,887
110,B,28,888
110,B,29,889
110,B,30,890
110,B,31,891
110,B,32,892
110,B,33,894
110,B,34,896
110,B,35,899
110,B,36,902
110,B,37,905
110,B,38,908
110,B,39,910
110,B,40,912
110,B,41,914
110,B,42,916
110,B,43,918
110,B,44,920
110,B,45,1510
110,B,46,1511
110,B,47,1000
110,B,48,3580
110,B,49,3577
110,B,50,3574
110,B,51,3570
110,B,52,3194
110,B,53,2547
110,B,54,4068
110,B,55,4070
110,B,56,2349
110,B,57,2670
110,B,58,2477
110,B,59,2630
110,B,60,2854
110,B,61,1941
110,B,62,1942
110,B,63,3250
110,B,64,3251
110,B,65,2707
110,B,66,3432
110,B,67,3431
110,B,68,3541
110,B,69,3188
110,B,70,4699
110,B,71,1662
110,B,72,1806
110,B,73,1850
110,B,74,1851
110,B,75,1667
110,B,76,918
392,,0,7687
392,,1,7690
392,,2,7689
392,,3,7688
392,,4,7753
392,,5,7687
588,,1,2176
588,,2,3973
588,,3,3971
588,,4,3967
588,,5,3965
224,A,1,1321
224,A,2,2347
224,A,3,2348
224,A,4,4198
224,A,5,3933
224,A,6,5962
224,A,7,5950
224,A,8,3608
224,A,9,3602
224,A,10,4180
224,A,11,4844
224,A,12,4833
224,A,13,3591
224,A,14,3503
224,A,15,5847
224,A,16,3504
224,A,17,4176
224,A,18,3595
224,A,19,3599
224,A,20,4894
224,A,21,5940
224,A,22,5953
224,A,23,5961
224,A,24,1780
224,A,25,3261
224,A,26,3262
224,A,27,3263
224,A,28,6971
224,A,29,7723
224,B,1,1321
224,B,2,2347
224,B,3,2348
224,B,4,4198
224,B,5,3933
224,B,6,5962
224,B,7,5950
224,B,8,3608
224,B,9,3602
224,B,10,4180
224,B,11,4844
224,B,12,4833
224,B,13,3591
224,B,14,3503
224,B,15,5847
224,B,16,3504
224,B,17,4176
224,B,18,3595
224,B,19,3599
224,B,20,4894
224,B,21,5940
224,B,22,5953
224,B,23,5961
224,B,24,1780
224,B,25,3261
224,B,26,3262
224,B,27,3263
224,B,28,6971
224,B,29,7723
333,,0,7619
333,,1,7618
333,,2,7617
333,,3,7616
333,,4,7615
333,,5,7614
333,,6,7613
333,,7,7612
333,,8,7611
333,,9,7610
333,,10,7609
333,,11,7608
333,,12,7607
333,,13,7606
333,,14,7605
333,,15,7604
333,,16,7603
333,,17,7634
333,,18,7635
333,,19,7648
333,,20,7649
333,,21,7650
333,,22,7651
333,,23,7652
333,,24,7653
333,,25,7654
333,,26,7655
333,,27,7656
333,,28,7657
333,,29,7676
333,,30,7677
333,,31,7678
333,,32,7679
333,,33,7680
333,,34,7681
333,,35,7682
333,,36,7683
333,,37,7684
333,,38,7685
333,,39,7686
333,,40,7687
174,A,1,6235
174,A,2,2860
174,A,3,2861
174,A,4,6325
174,A,5,2862
174,A,6,6289
174,A,7,6479
174,A,8,6458
174,A,9,6506
174,A,10,6273
174,A,11,6501
174,A,12,873
174,A,13,875
174,A,14,877
174,A,15,879
174,A,16,881
174,A,17,883
174,A,18,885
174,A,19,886
174,A,20,887
174,A,21,888
174,A,22,889
174,A,23,890
174,A,24,891
174,A,25,893
174,A,26,895
174,A,27,897
174,A,28,900
174,A,29,903
174,A,30,906
174,A,31,1221
174,A,32,1224
174,A,33,1227
174,A,34,1230
174,A,35,1233
174,A,36,1236
174,A,37,1239
174,A,38,1242
174,A,39,1245
174,A,40,1247
174,A,41,1249
174,A,42,1251
174,A,43,1253
174,A,44,1255
174,A,45,1257
174,A,46,1259
174,A,47,1261
174,A,48,1263
174,A,49,1265
174,A,50,1267
174,A,51,1269
174,A,52,1271
174,A,53,1273
174,A,54,1275
174,A,55,1277
174,A,56,1279
174,A,57,2283
174,A,58,2284
174,A,59,2285
174,A,60,2243
174,A,61,2223
174,A,62,2226
174,A,63,2224
174,A,64,2225
174,A,65,2193
174,A,66,2194
174,A,67,2195
174,A,68,2187
174,A,69,2188
174,A,70,2873
174,A,71,2874
174,A,72,4628
174,A,73,4629
174,A,74,6671
174,A,75,4631
174,A,76,3999
174,A,77,4336
174,A,78,4167
174,A,79,6724
174,A,80,6689
174,A,81,3764
174,A,82,3283
174,A,83,3695
174,A,84,3464
174,B,1,6235
174,B,2,2860
174,B,3,2861
174,B,4,6325
174,B,5,2862
174,B,6,6289
174,B,7,6479
174,B,8,6458
174,B,9,6506
174,B,10,6273
174,B,11,6501
174,B,12,873
174,B,13,875
174,B,14,877
174,B,15,879
174,B,16,881
174,B,17,883
174,B,18,885
174,B,19,886
174,B,20,887
174,B,21,888
174,B,22,889
174,B,23,890
174,B,24,891
174,B,25,893
174,B,26,895
174,B,27,897
174,B,28,900
174,B,29,903
174,B,30,906
174,B,31,1221
174,B,32,1224
174,B,33,1227
174,B,34,1230
174,B,35,1233
174,B,36,1236
174,B,37,1239
174,B,38,1242
174,B,39,1245
174,B,40,1247
174,B,41,1249
174,B,42,1251
174,B,43,1253
174,B,44,1255
174,B,45,1257
174,B,46,1259
174,B,47,1261
174,B,48,1263
174,B,49,1265
174,B,50,1267
174,B,51,1269
174,B,52,1271
174,B,53,1273
174,B,54,1275
174,B,55,1277
174,B,56,1279
174,B,57,2283
174,B,58,2284
174,B,59,2285
174,B,60,2243
174,B,61,2223
174,B,62,2226
174,B,63,2224
174,B,64,2225
174,B,65,2193
174,B,66,2194
174,B,67,2195
174,B,68,2187
174,B,69,2188
174,B,70,2873
174,B,71,2874
174,B,72,4628
174,B,73,4629
174,B,74,6671
174,B,75,4631
174,B,76,3999
174,B,77,4336
174,B,78,4167
174,B,79,6724
174,B,80,6689
174,B,81,3764
174,B,82,3283
174,B,83,3695
174,B,84,3464
5,A,1,7588
5,A,2,3903
5,A,3,2853
5,A,4,4546
5,A,5,4547
5,A,6,2463
5,A,7,1843
5,A,8,1363
5,A,9,1364
5,A,10,1365
5,A,11,1367
5,A,12,1369
5,A,13,1371
5,A,14,1373
5,A,15,1045
5,A,16,1046
5,A,17,1047
5,A,18,1048
5,A,19,1049
5,A,20,1050
5,A,21,1051
5,A,22,1052
5,A,23,1053
5,A,24,3808
5,A,25,3809
5,A,26,3810
5,A,27,3811
5,A,28,2762
5,A,29,2763
5,A,30,2764
5,A,31,2508
5,A,32,2509
5,A,33,2510
5,A,34,1878
5,A,35,2144
5,A,36,1879
5,A,37,2027
5,A,38,1830
5,A,39,1831
5,A,40,2618
5,A,41,3904
5,B,1,7588
5,B,2,3903
5,B,3,2853
5,B,4,4546
5,B,5,4547
5,B,6,2463
5,B,7,1843
5,B,8,1363
5,B,9,1364
5,B,10,1365
5,B,11,1367
5,B,12,1369
5,B,13,1371
5,B,14,1373
5,B,15,1045
5,B,16,1046
5,B,17,1047
5,B,18,1048
5,B,19,1049
5,B,20,1050
5,B,21,1051
5,B,22,1052
5,B,23,1053
5,B,24,3808
5,B,25,3809
5,B,26,3810
5,B,27,3811
5,B,28,2762
5,B,29,2763
5,B,30,2764
5,B,31,2508
5,B,32,2509
5,B,33,2510
5,B,34,1878
5,B,35,2144
5,B,36,1879
5,B,37,2027
5,B,38,1830
5,B,39,1831
5,B,40,2618
5,B,41,3904
605,,1,7791
605,,2,3335
605,,3,3336
605,,4,6494
605,,5,6502
605,,6,6507
605,,7,6488
605,,8,6486
605,,9,3327
605,,10,3328
605,,11,7792
328,,0,7710
328,,1,7598
328,,2,7597
328,,3,7595
328,,4,7594
328,,5,7593
328,,6,7592
328,,7,7590
328,,8,7589
328,,9,7635
328,,10,7640
328,,11,7642
328,,12,7643
328,,13,7645
328,,14,7646
73,A,1,357
73,A,2,359
73,A,3,361
73,A,4,363
73,A,5,365
73,A,6,367
73,A,7,369
73,A,8,371
73,A,9,373
73,A,10,48
73,A,11,296
73,A,12,298
73,A,13,300
73,A,14,302
73,A,15,304
73,A,16,306
73,A,17,308
73,A,18,310
73,A,19,312
73,A,20,314
73,A,21,316
73,A,22,318
73,A,23,320
73,A,24,322
73,A,25,159
73,A,26,160
73,A,27,161
73,A,28,162
73,A,29,164
73,A,30,166
73,A,31,168
73,A,32,170
73,A,33,172
73,A,34,174
73,A,35,176
73,A,36,205
73,A,37,208
73,A,38,211
73,A,39,214
73,A,40,215
73,A,41,220
73,A,42,2691
73,A,43,2368
73,A,44,3645
73,A,45,3642
73,A,46,3483
73,A,47,2382
73,A,48,2091
73,A,49,2378
73,A,50,2379
73,A,51,2793
73,A,52,1428
73,A,53,1429
73,A,54,1430
73,A,55,1431
73,A,56,1432
73,A,57,1433
73,A,58,1435
73,A,59,3688
73,A,60,1837
73,A,61,1736
73,A,62,2082
73,B,1,357
73,B,2,359
73,B,3,361
73,B,4,363
73,B,5,365
73,B,6,367
73,B,7,369
73,B,8,371
73,B,9,373
73,B,10,48
73,B,11,296
73,B,12,298
73,B,13,300
73,B,14,302
73,B,15,304
73,B,16,306
73,B,17,308
73,B,18,310
73,B,19,312
73,B,20,314
73,B,21,316
73,B,22,318
73,B,23,320
73,B,24,322
73,B,25,159
73,B,26,160
73,B,27,161
73,B,28,162
73,B,29,164
73,B,30,166
73,B,31,168
73,B,32,170
73,B,33,172
73,B,34,174
73,B,35,176
73,B,36,205
73,B,37,208
73,B,38,211
73,B,39,214
73,B,40,215
73,B,41,220
73,B,42,2691
73,B,43,2368
73,B,44,3645
73,B,45,3642
73,B,46,3483
73,B,47,2382
73,B,48,2091
73,B,49,2378
73,B,50,2379
73,B,51,2793
73,B,52,1428
73,B,53,1429
73,B,54,1430
73,B,55,1431
73,B,56,1432
73,B,57,1433
73,B,58,1435
73,B,59,3688
73,B,60,1837
73,B,61,1736
73,B,62,2082
643,,1,3964
643,,2,3967
643,,3,3971
643,,4,3974
643,,5,5931
317,,0,7723
317,,1,7722
317,,2,7720
317,,3,7719
317,,4,7718
317,,5,7717
317,,6,7715
317,,7,7714
317,,8,7713
317,,9,7712
317,,10,7693
317,,11,7696
317,,12,7699
317,,13,7703
317,,14,7706
348,,0,7617
348,,1,7614
348,,2,7613
348,,3,7612
348,,4,7607
348,,5,7605
348,,6,7603
348,,7,7681
348,,8,7685
348,,9,7686
348,,10,7687
139,A,1,1723
139,A,2,1713
139,A,3,1746
139,A,4,1720
139,A,5,1729
139,A,6,1730
139,A,7,1743
139,A,8,1031
139,A,9,1032
139,A,10,1034
139,A,11,1035
139,A,12,63
139,A,13,64
139,A,14,65
139,A,15,66
139,A,16,67
139,A,17,68
139,A,18,69
139,A,19,70
139,A,20,1330
139,A,21,1332
139,A,22,1334
139,A,23,1336
139,A,24,1338
139,A,25,1340
139,A,26,1342
139,A,27,1344
139,A,28,1346
139,A,29,1348
139,A,30,1350
139,A,31,1351
139,A,32,1352
139,A,33,1353
139,A,34,1354
139,A,35,1355
139,A,36,3101
139,A,37,2349
139,A,38,2670
139,A,39,2477
139,A,40,2630
139,A,41,2854
139,A,42,1941
139,A,43,1942
139,A,44,3250
139,A,45,3251
139,A,46,2707
139,A,47,3432
139,A,48,3431
139,A,49,3541
139,A,50,2872
139,A,51,1826
139,A,52,1809
139,A,53,1810
139,A,54,1673
139,A,55,1661
139,A,56,1675
139,B,1,1723
139,B,2,1713
139,B,3,1746
139,B,4,1720
139,B,5,1729
139,B,6,1730
139,B,7,1743
139,B,8,1031
139,B,9,1032
139,B,10,1034
139,B,11,1035
139,B,12,63
139,B,13,64
139,B,14,65
139,B,15,66
139,B,16,67
139,B,17,68
139,B,18,69
139,B,19,70
139,B,20,1330
139,B,21,1332
139,B,22,1334
139,B,23,1336
139,B,24,1338
139,B,25,1340
139,B,26,1342
139,B,27,1344
139,B,28,1346
139,B,29,1348
139,B,30,1350
139,B,31,1351
139,B,32,1352
139,B,33,1353
139,B,34,1354
139,B,35,1355
139,B,36,3101
139,B,37,2349
139,B,38,2670
139,B,39,2477
139,B,40,2630
139,B,41,2854
139,B,42,1941
139,B,43,1942
139,B,44,3250
139,B,45,3251
139,B,46,2707
139,B,47,3432
139,B,48,3431
139,B,49,3541
139,B,50,2872
139,B,51,1826
139,B,52,1809
139,B,53,1810
139,B,54,1673
139,B,55,1661
139,B,56,1675
602,,1,4009
602,,2,4362
602,,3,3015
602,,4,3340
602,,5,3341
602,,6,3342
602,,7,5334
602,,8,5005
602,,9,5335
602,,10,5007
602,,11,5336
602,,12,5337
602,,13,5338
602,,14,5010
602,,15,3322
602,,16,3323
602,,17,3324
602,,18,2999
602,,19,4010
602,,20,4363
587,,1,1167
587,,2,1169
587,,3,1171
587,,4,5947
587,,5,5959
587,,6,3204
587,,7,3202
587,,8,2904
587,,9,3205
587,,10,3207
587,,11,4193
587,,12,1187
587,,13,1188
273,,0,7619
273,,1,7618
273,,2,7617
273,,3,7616
273,,4,7615
273,,5,7614
273,,6,7613
273,,7,7612
273,,8,7611
273,,9,7610
273,,10,7609
273,,11,7608
273,,12,7607
273,,13,7606
273,,14,7605
273,,15,7604
273,,16,7603
273,,17,7589
273,,18,7590
273,,19,7591
273,,20,7592
273,,21,7593
273,,22,7594
273,,23,7595
273,,24,7596
273,,25,7597
273,,26,7598
273,,27,7599
273,,28,7600
273,,29,7601
273,,30,7659
273,,31,7660
273,,32,7661
273,,33,7662
273,,34,7663
273,,35,7664
273,,36,7665
273,,37,7666
273,,38,7667
273,,39,7668
273,,40,7669
273,,41,7670
273,,42,7671
273,,43,7672
273,,44,7673
273,,45,7674
273,,46,7675
316,,0,7706
316,,1,7703
316,,2,7699
316,,3,7696
316,,4,7693
316,,5,7712
316,,6,7713
316,,7,7714
316,,8,7715
316,,9,7717
316,,10,7718
316,,11,7719
316,,12,7720
316,,13,7722
316,,14,7723
33,A,1,5033
33,A,2,6415
33,A,3,7208
33,A,4,6429
33,A,5,4942
33,A,6,5063
33,A,7,3984
33,A,8,3483
33,A,9,1397
33,A,10,6244
33,A,11,4950
33,A,12,4959
33,A,13,2368
33,A,14,2484
33,A,15,2684
33,A,16,2906
33,A,17,2209
33,A,18,2383
33,A,19,2384
33,A,20,2385
33,A,21,1905
33,A,22,1906
33,A,23,1805
33,A,24,1907
33,A,25,1908
33,A,26,2357
33,A,27,2358
33,A,28,2369
33,A,29,1878
33,A,30,2144
33,A,31,1879
33,A,32,2027
33,A,33,1830
33,A,34,1831
33,A,35,340
33,A,36,343
33,A,37,345
33,A,38,347
33,A,39,349
33,A,40,351
33,A,41,353
33,A,42,355
33,A,43,2095
33,A,44,2096
33,B,1,5033
33,B,2,6415
33,B,3,7208
33,B,4,6429
33,B,5,4942
33,B,6,5063
33,B,7,3984
33,B,8,3483
33,B,9,1397
33,B,10,6244
33,B,11,4950
33,B,12,4959
33,B,13,2368
33,B,14,2484
33,B,15,2684
33,B,16,2906
33,B,17,2209
33,B,18,2383
33,B,19,2384
33,B,20,2385
33,B,21,1905
33,B,22,1906
33,B,23,1805
33,B,24,1907
33,B,25,1908
33,B,26,2357
33,B,27,2358
33,B,28,2369
33,B,29,1878
33,B,30,2144
33,B,31,1879
33,B,32,2027
33,B,33,1830
33,B,34,1831
33,B,35,340
33,B,36,343
33,B,37,345
33,B,38,347
33,B,39,349
33,B,40,351
33,B,41,353
33,B,42,355
33,B,43,2095
33,B,44,2096
340,,0,7617
340,,1,7616
340,,2,7610
340,,3,7608
340,,4,7605
340,,5,7604
340,,6,7603
340,,7,7656
340,,8,7735
340,,9,7736
340,,10,7696
340,,11,7697
340,,12,7699
340,,13,7707
225,A,1,352
225,A,2,354
225,A,3,356
225,A,4,2095
225,A,5,2096
225,A,6,119
225,A,7,121
225,A,8,123
225,A,9,1719
225,A,10,444
225,A,11,447
225,A,12,450
225,A,13,452
225,A,14,454
225,A,15,457
225,A,16,459
225,A,17,460
225,A,18,461
225,A,19,462
225,A,20,463
225,A,21,464
225,A,22,466
225,A,23,3616
225,A,24,3109
225,A,25,2201
225,A,26,2090
225,A,27,4591
225,A,28,4584
225,A,29,3280
225,A,30,3448
225,A,31,3303
225,A,32,3284
225,A,33,3304
225,A,34,3352
225,A,35,4859
225,A,36,3029
225,A,37,3030
225,A,38,3031
225,A,39,913
225,A,40,915
225,A,41,919
225,A,42,1510
225,A,43,1968
225,A,44,2865
225,A,45,1002
225,A,46,1003
225,A,47,3769
225,A,48,3286
225,A,49,3287
225,A,50,3770
225,A,51,3771
225,A,52,3772
225,A,53,2547
225,A,54,3773
225,A,55,3774
225,A,56,4423
225,A,57,1941
225,A,58,1942
225,A,59,1657
225,A,60,1658
225,A,61,1659
225,A,62,1660
225,A,63,1661
225,A,64,1662
225,A,65,1806
225,A,66,1850
225,A,67,1851
225,A,68,917
225,A,69,1667
225,B,1,352
225,B,2,354
225,B,3,356
225,B,4,2095
225,B,5,2096
225,B,6,119
225,B,7,121
225,B,8,123
225,B,9,1719
225,B,10,444
225,B,11,447
225,B,12,450
225,B,13,452
225,B,14,454
225,B,15,457
225,B,16,459
225,B,17,460
225,B,18,461
225,B,19,462
225,B,20,463
225,B,21,464
225,B,22,466
225,B,23,3616
225,B,24,3109
225,B,25,2201
225,B,26,2090
225,B,27,4591
225,B,28,4584
225,B,29,3280
225,B,30,3448
225,B,31,3303
225,B,32,3284
225,B,33,3304
225,B,34,3352
225,B,35,4859
225,B,36,3029
225,B,37,3030
225,B,38,3031
225,B,39,913
225,B,40,915
225,B,41,919
225,B,42,1510
225,B,43,1968
225,B,44,2865
225,B,45,1002
225,B,46,1003
225,B,47,3769
225,B,48,3286
225,B,49,3287
225,B,50,3770
225,B,51,3771
225,B,52,3772
225,B,53,2547
225,B,54,3773
225,B,55,3774
225,B,56,4423
225,B,57,1941
225,B,58,1942
225,B,59,1657
225,B,60,1658
225,B,61,1659
225,B,62,1660
225,B,63,1661
225,B,64,1662
225,B,65,1806
225,B,66,1850
225,B,67,1851
225,B,68,917
225,B,69,1667
175,A,1,2877
175,A,2,2883
175,A,3,2307
175,A,4,2186
175,A,5,2147
175,A,6,2308
175,A,7,2309
175,A,8,1944
175,A,9,2012
175,A,10,1945
175,A,11,1862
175,A,12,1863
175,A,13,1940
175,A,14,3788
175,A,15,6668
175,A,16,1062
175,A,17,1063
175,A,18,1064
175,A,19,1065
175,A,20,1066
175,A,21,1067
175,A,22,1068
175,A,23,1069
175,A,24,1070
175,A,25,1071
175,A,26,1072
175,A,27,1073
175,A,28,1075
175,A,29,1077
175,A,30,1079
175,A,31,1081
175,A,32,1083
175,A,33,1085
175,A,34,1087
175,A,35,1089
175,A,36,1091
175,A,37,1093
175,A,38,1095
175,A,39,1097
175,A,40,1099
175,A,41,1101
175,A,42,1103
175,A,43,1105
175,A,44,1108
175,A,45,1111
175,A,46,1114
175,A,47,1117
175,A,48,1120
175,A,49,1123
175,A,50,1126
175,A,51,1129
175,A,52,1132
175,A,53,1135
175,A,54,1138
175,A,55,907
175,A,56,909
175,A,57,911
175,A,58,913
175,A,59,915
175,A,60,917
175,A,61,919
175,A,62,921
175,A,63,923
175,A,64,925
175,A,65,928
175,A,66,1006
175,A,67,1008
175,A,68,1010
175,A,69,1012
175,A,70,7587
175,A,71,1724
175,A,72,1764
175,A,73,1741
175,A,74,1725
175,A,75,1819
175,A,76,1786
175,A,77,1935
175,A,78,1936
175,A,79,2635
175,A,80,2005
175,B,1,2877
175,B,2,2883
175,B,3,2307
175,B,4,2186
175,B,5,2147
175,B,6,2308
175,B,7,2309
175,B,8,1944
175,B,9,2012
175,B,10,1945
175,B,11,1862
175,B,12,1863
175,B,13,1940
175,B,14,3788
175,B,15,6668
175,B,16,1062
175,B,17,1063
175,B,18,1064
175,B,19,1065
175,B,20,1066
175,B,21,1067
175,B,22,1068
175,B,23,1069
175,B,24,1070
175,B,25,1071
175,B,26,1072
175,B,27,1073
175,B,28,1075
175,B,29,1077
175,B,30,1079
175,B,31,1081
175,B,32,1083
175,B,33,1085
175,B,34,1087
175,B,35,1089
175,B,36,1091
175,B,37,1093
175,B,38,1095
175,B,39,1097
175,B,40,1099
175,B,41,1101
175,B,42,1103
175,B,43,1105
175,B,44,1108
175,B,45,1111
175,B,46,1114
175,B,47,1117
175,B,48,1120
175,B,49,1123
175,B,50,1126
175,B,51,1129
175,B,52,1132
175,B,53,1135
175,B,54,1138
175,B,55,907
175,B,56,909
175,B,57,911
175,B,58,913
175,B,59,915
175,B,60,917
175,B,61,919
175,B,62,921
175,B,63,923
175,B,64,925
175,B,65,928
175,B,66,1006
175,B,67,1008
175,B,68,1010
175,B,69,1012
175,B,70,7587
175,B,71,1724
175,B,72,1764
175,B,73,1741
175,B,74,1725
175,B,75,1819
175,B,76,1786
175,B,77,1935
175,B,78,1936
175,B,79,2635
175,B,80,2005
607,,1,3037
607,,2,5206
607,,3,5219
607,,4,3951
607,,5,3456
607,,6,3460
607,,7,3463
607,,8,3462
607,,9,3461
607,,10,3130
607,,11,3129
607,,12,3128
607,,13,3152
607,,14,5218
607,,15,3038
586,,1,2574
586,,2,2312
586,,3,7779
586,,4,2314
586,,5,7780
586,,6,7781
309,,0,7646
309,,1,7642
309,,2,7641
309,,3,7589
309,,4,7590
309,,5,7592
309,,6,7593
309,,7,7594
309,,8,7595
309,,9,7596
309,,10,7597
309,,11,7598
309,,12,7671
309,,13,7675
645,,0,7734
645,,1,7724
645,,2,7726
645,,3,7727
645,,4,7729
645,,5,7731
645,,6,7702
74,A,1,358
74,A,2,360
74,A,3,362
74,A,4,364
74,A,5,366
74,A,6,368
74,A,7,370
74,A,8,372
74,A,9,9
74,A,10,10
74,A,11,11
74,A,12,13
74,A,13,16
74,A,14,19
74,A,15,22
74,A,16,25
74,A,17,468
74,A,18,471
74,A,19,474
74,A,20,477
74,A,21,480
74,A,22,483
74,A,23,486
74,A,24,490
74,A,25,494
74,A,26,498
74,A,27,502
74,A,28,506
74,A,29,511
74,A,30,514
74,A,31,518
74,A,32,522
74,A,33,526
74,A,34,530
74,A,35,534
74,A,36,538
74,A,37,542
74,A,38,546
74,A,39,550
74,A,40,554
74,A,41,558
74,A,42,562
74,A,43,566
74,A,44,570
74,A,45,574
74,A,46,576
74,A,47,578
74,A,48,580
74,A,49,582
74,A,50,1593
74,A,51,1596
74,A,52,1598
74,A,53,1600
74,A,54,1478
74,A,55,1480
74,A,56,1800
74,A,57,1801
74,A,58,1802
74,A,59,6002
74,A,60,4972
74,A,61,3748
74,A,62,3268
74,A,63,3269
74,A,64,2951
74,A,65,3749
74,A,66,4385
74,A,67,4386
74,A,68,4387
74,B,1,358
74,B,2,360
74,B,3,362
74,B,4,364
74,B,5,366
74,B,6,368
74,B,7,370
74,B,8,372
74,B,9,9
74,B,10,10
74,B,11,11
74,B,12,13
74,B,13,16
74,B,14,19
74,B,15,22
74,B,16,25
74,B,17,468
74,B,18,471
74,B,19,474
74,B,20,477
74,B,21,480
74,B,22,483
74,B,23,486
74,B,24,490
74,B,25,494
74,B,26,498
74,B,27,502
74,B,28,506
74,B,29,511
74,B,30,514
74,B,31,518
74,B,32,522
74,B,33,526
74,B,34,530
74,B,35,534
74,B,36,538
74,B,37,542
74,B,38,546
74,B,39,550
74,B,40,554
74,B,41,558
74,B,42,562
74,B,43,566
74,B,44,570
74,B,45,574
