idRuta,tipoRuta,codigoRuta,rutaNombre,rutaLink
20,8,105,Boitá - Bachué,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=20&tr=&estacion=&tipoRuta=8
122,8,107A,Jaqueline - Chapinero,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=122&tr=&estacion=&tipoRuta=8
123,8,107B,Colina - Pq. Central Bavaria,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=123&tr=&estacion=&tipoRuta=8
21,8,108,Bachué - Ciudad Kenndedy,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=21&tr=&estacion=&tipoRuta=8
22,8,111,Metrovivienda - San Rafael Sur Or.,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=22&tr=&estacion=&tipoRuta=8
23,8,112,Cortijo - Porvenir,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=23&tr=&estacion=&tipoRuta=8
124,8,113B,Villa Alexandra - Paloquemao,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=124&tr=&estacion=&tipoRuta=8
125,8,114A,Altos de Zuque - Paloquemao,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=125&tr=&estacion=&tipoRuta=8
24,8,117,San Bernardino - Potreritos - Libertadores,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=24&tr=&estacion=&tipoRuta=8
25,8,119,Metrovivienda - El Cortijo,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=25&tr=&estacion=&tipoRuta=8
3,8,12,Fontibón San Pablo - Porciúncula,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=3&tr=&estacion=&tipoRuta=8
26,8,120,Bosa San José - Egipto,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=26&tr=&estacion=&tipoRuta=8
27,8,121,El Recreo - San Diego,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=27&tr=&estacion=&tipoRuta=8
28,8,128,Centro - Villa Gladys,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=28&tr=&estacion=&tipoRuta=8
4,8,13,Brasilia - Germania,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=4&tr=&estacion=&tipoRuta=8
29,8,132,San Bernardino / Potreritos - Chapinero Central,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=29&tr=&estacion=&tipoRuta=8
30,8,135,Jacqueline - Bosque Popular,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=30&tr=&estacion=&tipoRuta=8
32,8,139,Bosa San José - Juan Rey,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=32&tr=&estacion=&tipoRuta=8
5,8,14,Betania - Chapinero Central,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=5&tr=&estacion=&tipoRuta=8
33,8,142,Florida - Centro,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=33&tr=&estacion=&tipoRuta=8
34,8,143,Las Acacias - Gemania,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=34&tr=&estacion=&tipoRuta=8
35,8,148,Doña Liliana - Vill Teresita,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=35&tr=&estacion=&tipoRuta=8
6,8,15,Brasil - Marly,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=6&tr=&estacion=&tipoRuta=8
7,8,16,Portal Américas - Portal de Usme,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=7&tr=&estacion=&tipoRuta=8
36,8,162,Catalina II - Las Nieves,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=36&tr=&estacion=&tipoRuta=8
37,8,165,Arborizadora Alta - Jardínes del Recuerdo,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=37&tr=&estacion=&tipoRuta=8
38,8,166,Metrovivienda - Porciúncula,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=38&tr=&estacion=&tipoRuta=8
39,8,172,Porvenir - Las Aguas,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=39&tr=&estacion=&tipoRuta=8
40,8,183,Roma - Unicentro,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=40&tr=&estacion=&tipoRuta=8
41,8,188,Bosa Santafé - San Diego,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=41&tr=&estacion=&tipoRuta=8
647,8,189,Cerros de Oriente - CasaBlanca Norte,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=647&tr=&estacion=&tipoRuta=8
42,8,191,Unicentro - Las Delicias,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=42&tr=&estacion=&tipoRuta=8
43,8,192,Catalina  - Unicentro,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=43&tr=&estacion=&tipoRuta=8
126,8,193B,Bachué - Marly,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=126&tr=&estacion=&tipoRuta=8
44,8,194,Casablanca Norte - Cerros de Oriente,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=44&tr=&estacion=&tipoRuta=8
45,8,200,AV. C. Cali - Unicentro,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=45&tr=&estacion=&tipoRuta=8
46,8,201,Lisboa - La Fiscala,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=46&tr=&estacion=&tipoRuta=8
47,8,228,Villa Teresita - Aguas Claras,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=47&tr=&estacion=&tipoRuta=8
8,8,23,Olarte - Chapinero,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=8&tr=&estacion=&tipoRuta=8
48,8,252,Jaqueline - Centro,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=48&tr=&estacion=&tipoRuta=8
49,8,256,Ricaurte - Tihuaque,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=49&tr=&estacion=&tipoRuta=8
50,8,257,Puente Grande - Germania,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=50&tr=&estacion=&tipoRuta=8
51,8,260,La Estrellita - Arabia,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=51&tr=&estacion=&tipoRuta=8
52,8,265,Chicó Norte - Tierra Buena,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=52&tr=&estacion=&tipoRuta=8
53,8,266,San Joaquín - La Estrellita,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=53&tr=&estacion=&tipoRuta=8
54,8,270,Riveras de Occ. - La Estrellita,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=54&tr=&estacion=&tipoRuta=8
55,8,271,Lomas - Gran Granada,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=55&tr=&estacion=&tipoRuta=8
56,8,283,Chicó Norte -  Bosa San José,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=56&tr=&estacion=&tipoRuta=8
57,8,291,Lijacá - Tierra Buena,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=57&tr=&estacion=&tipoRuta=8
58,8,312,Suba Villa Cindy  - Chapinero,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=58&tr=&estacion=&tipoRuta=8
60,8,319,Lomas - 7 de Agosto,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=60&tr=&estacion=&tipoRuta=8
61,8,320,Unicentro - Villa Cindy,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=61&tr=&estacion=&tipoRuta=8
62,8,330,La Estrellita - El Uval,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=62&tr=&estacion=&tipoRuta=8
9,8,34,Ciudad Alsacia - Lomas,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=9&tr=&estacion=&tipoRuta=8
63,8,341,Metrovivienda - La Estrellita,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=63&tr=&estacion=&tipoRuta=8
64,8,344,Bilbao - Cantón Norte,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=64&tr=&estacion=&tipoRuta=8
65,8,359,Paloquemao - Est. Normandía,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=65&tr=&estacion=&tipoRuta=8
66,8,367,San Bernardino - Porciúncula,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=66&tr=&estacion=&tipoRuta=8
10,8,37,El Palmar - Unicentro,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=10&tr=&estacion=&tipoRuta=8
67,8,385,Cortijo - Germania,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=67&tr=&estacion=&tipoRuta=8
11,8,39,Palmitas - Diana Turbay,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=11&tr=&estacion=&tipoRuta=8
1,8,4,San Fernando - San Luis,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=1&tr=&estacion=&tipoRuta=8
68,8,402,Auto Norte - Est. Terminal - Sabana del Dorado,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=68&tr=&estacion=&tipoRuta=8
127,8,403A,Sabana del Dorado - Unicentro,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=127&tr=&estacion=&tipoRuta=8
128,8,403B,Sabana del Dorado - Unicentro,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=128&tr=&estacion=&tipoRuta=8
12,8,41,El Cortijo - Alpes,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=12&tr=&estacion=&tipoRuta=8
69,8,421,Colina - Porciúncula,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=69&tr=&estacion=&tipoRuta=8
70,8,442,Verbenal - Sabana del Dorado,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=70&tr=&estacion=&tipoRuta=8
72,8,465,Bosa San José - San Antonio Nte.,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=72&tr=&estacion=&tipoRuta=8
73,8,466,Sabana del Dorado - Unicentro,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=73&tr=&estacion=&tipoRuta=8
74,8,488,Unicentro  - Lomas,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=74&tr=&estacion=&tipoRuta=8
75,8,489,La Resurrección - Unicentro,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=75&tr=&estacion=&tipoRuta=8
76,8,492,Zn. Ind. álamos - Palermo,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=76&tr=&estacion=&tipoRuta=8
129,8,494A,Pq. Central Bavaria - Metrovivienda,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=129&tr=&estacion=&tipoRuta=8
77,8,496,Bosa Charles de Gaulle - Germania,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=77&tr=&estacion=&tipoRuta=8
79,8,539,El Uval - Engativá Centro,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=79&tr=&estacion=&tipoRuta=8
13,8,54,Unicentro - Villas de Granada,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=13&tr=&estacion=&tipoRuta=8
80,8,540,San Vicente - Bachué,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=80&tr=&estacion=&tipoRuta=8
130,8,544A,Bosa Islandia - Germania,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=130&tr=&estacion=&tipoRuta=8
131,8,544B,Marantá - Teusaquillo,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=131&tr=&estacion=&tipoRuta=8
81,8,552,La Estancia - Archivo Distrital,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=81&tr=&estacion=&tipoRuta=8
132,8,56A,Boita - Porciúncula,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=132&tr=&estacion=&tipoRuta=8
133,8,56B,El Cortijo - Chapinero,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=133&tr=&estacion=&tipoRuta=8
652,8,576,Engativá Centro  -  Bosa Santa fe,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=652&tr=&estacion=&tipoRuta=8
82,8,577,El Palmar - Diana Turbay,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=82&tr=&estacion=&tipoRuta=8
83,8,579,El Recreo - Centro Internacional,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=83&tr=&estacion=&tipoRuta=8
84,8,580,Bosa San Diego - Girardot,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=84&tr=&estacion=&tipoRuta=8
85,8,593,Metrovivienda - Chicó,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=85&tr=&estacion=&tipoRuta=8
86,8,599,Bosa San Diego - Suba Gaitana,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=86&tr=&estacion=&tipoRuta=8
134,8,59A,Boita - Centro,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=134&tr=&estacion=&tipoRuta=8
135,8,59B,Cortijo - Chapinero,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=135&tr=&estacion=&tipoRuta=8
14,8,60,Cortijo - Zarazota,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=14&tr=&estacion=&tipoRuta=8
136,8,603B,Patio Bonito - Germania,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=136&tr=&estacion=&tipoRuta=8
87,8,607,San Bernardino - San Antonio Nte.,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=87&tr=&estacion=&tipoRuta=8
88,8,614,Portal Usme - Montevideo,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=88&tr=&estacion=&tipoRuta=8
89,8,621,Bachué- Santo Domingo,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=89&tr=&estacion=&tipoRuta=8
90,8,624,Verbenal del Sur - 20 de Julio,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=90&tr=&estacion=&tipoRuta=8
137,8,626A,La Estancia - Centro,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=137&tr=&estacion=&tipoRuta=8
138,8,626B,Villa Gladys - Galán,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=138&tr=&estacion=&tipoRuta=8
91,8,634,Bosa Palestina - Calle 183,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=91&tr=&estacion=&tipoRuta=8
92,8,639,Calle 182 - Santo Domingo,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=92&tr=&estacion=&tipoRuta=8
93,8,652,Germania - El Uval,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=93&tr=&estacion=&tipoRuta=8
94,8,661,Mirandela - Península,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=94&tr=&estacion=&tipoRuta=8
95,8,669,Gran Granada - Galán,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=95&tr=&estacion=&tipoRuta=8
96,8,674,Florida- El Uval,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=96&tr=&estacion=&tipoRuta=8
97,8,680,Tuno  - Mirandela,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=97&tr=&estacion=&tipoRuta=8
98,8,688,La Magdalena - Germania,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=98&tr=&estacion=&tipoRuta=8
2,8,7,Palmitas - Consuelo,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=2&tr=&estacion=&tipoRuta=8
651,8,702,Corabastos - Sabana del Dorado,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=651&tr=&estacion=&tipoRuta=8
100,8,703,Galicia - Germania,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=100&tr=&estacion=&tipoRuta=8
101,8,722,Palmitas - San Cristóbal Nte.,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=101&tr=&estacion=&tipoRuta=8
102,8,731,Bosa San José - Palermo,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=102&tr=&estacion=&tipoRuta=8
103,8,733,San Carlos - Tierra Buena,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=103&tr=&estacion=&tipoRuta=8
104,8,736,Paraíso - Calle 222,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=104&tr=&estacion=&tipoRuta=8
105,8,738,Jazmín Occidental - San Cristóbal Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=105&tr=&estacion=&tipoRuta=8
106,8,740,Engativá La Tortigua - Canadá Guira,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=106&tr=&estacion=&tipoRuta=8
107,8,742,Calle 222 - Paraíso,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=107&tr=&estacion=&tipoRuta=8
108,8,781,Bosa San José - Mirandela,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=108&tr=&estacion=&tipoRuta=8
109,8,782,Bosa San José - Mirandela,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=109&tr=&estacion=&tipoRuta=8
110,8,786,Metrovivienda - Diana Turbay - Puentes,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=110&tr=&estacion=&tipoRuta=8
139,8,787A,Metrovivienda - Teusaquillo,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=139&tr=&estacion=&tipoRuta=8
111,8,795,San Joaquín - Corpas,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=111&tr=&estacion=&tipoRuta=8
140,8,796A,Mochuelo Bajo - Teusaquillo,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=140&tr=&estacion=&tipoRuta=8
112,8,801,Sabana del Dorado - Tibabita,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=112&tr=&estacion=&tipoRuta=8
113,8,802,Sabana del Dorado - Usme Centro,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=113&tr=&estacion=&tipoRuta=8
114,8,806,Sabana del Dorado - Providencia,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=114&tr=&estacion=&tipoRuta=8
15,8,83,La Estrada - Paloquemao,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=15&tr=&estacion=&tipoRuta=8
141,8,870A,Cantón Norte - Patio Bonito,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=141&tr=&estacion=&tipoRuta=8
16,8,91,Bosa San José - Porciúncula,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=16&tr=&estacion=&tipoRuta=8
115,8,910,La Rivera - Usme Pueblo,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=115&tr=&estacion=&tipoRuta=8
116,8,912,La Rivera - Lijacá,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=116&tr=&estacion=&tipoRuta=8
117,8,914,Usme Centro - Bachué,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=117&tr=&estacion=&tipoRuta=8
118,8,921,Puente Grande - Acacias,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=118&tr=&estacion=&tipoRuta=8
119,8,927,Bosa Estación - Bachué,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=119&tr=&estacion=&tipoRuta=8
17,8,94,Bosa San Diego - Suba Corpas,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=rutaZonal&idRuta=17&tr=&estacion=&tipoRuta=8
