estId,estSITPNumber,estNombre,estDireccion,estLink,estlongtitude,estlatitude
4679,334A04,Ciudad Bachué I Etapa,KR 95G - CL 88,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=4679,"-74,104428","4,716306"
4027,247A04,Bochica Compartir,DG 86A - KR 101,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=4027,"-74,107711","4,716961"
3520,150A04,Br. Bolivia Oriental,DG 86A - KR 103C,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3520,"-74,108691","4,718998"
4028,332A04,Ciudadela Colsubsidio,DG 86A - KR 111A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=4028,"-74,113051","4,722662"
6151,262A04,Ciudadela Colsubsidio,CL 86A - KR 112F,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6151,"-74,113299","4,725063"
4236,136A04,Br. Altos del Zuque,DG 89B - KR 115A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=4236,"-74,114288","4,729108"
4226,134A04,Urb. Continental,KR 116A - CL 83A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=4226,"-74,117689","4,728051"
2871,133A04,Urb. Quintas de Santa Bárbara,KR 116A - CL 81,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2871,"-74,120534","4,726289"
3115,244A04,Urb. Parque Los Sauces,CL 81 - KR 115,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3115,"-74,120866","4,724735"
2474,038A04,Avenida El Cortijo,AK 114 - AC 80,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2474,"-74,120283","4,72245"
2334,429A04,Br. Villas de Granada,KR 113 - CL 78,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2334,"-74,123171","4,718757"
2449,436A04,Br. Bosques de Granada,KR 113 - CL 75,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2449,"-74,125086","4,717174"
2450,437A04,Br. Bosques de Granada,KR 113 - CL 72F,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2450,,
2335,091A04,Salón Comunal La Perla,CL 72F - KR 111C,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2335,"-74,126343","4,713726"
4013,166A04,Br. Garcés Navas Sur,CL 73 - KR 110B,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=4013,"-74,125162","4,712751"
3176,036A04,Gimnasio Moderno Montesoriano,KR 110 - CL 75B,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3176,"-74,122687","4,712786"
3177,034A04,Br. Garcés Navas,KR 110 - CL 77A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3177,"-74,120697","4,714365"
3178,176A04,Gimnasio Nueva Sociedad,CL 78B - KR 109A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3178,"-74,11948","4,714999"
3621,170A04,Br. Garcés Navas,KR 107 - CL 78,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3621,"-74,118478","4,71342"
3620,406A00,Br. Garcés Navas,KR 107 - CL 76,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3620,"-74,120016","4,711319"
4998,168A04,Br. Moralva,TV 106 - CL 73,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=4998,"-74,121104","4,709299"
1947,311A05,Pq. Público Bosques de Mariana,KR 106A - CL 71A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1947,"-74,122841","4,707528"
1948,262A05,Colegio Endrich,KR 106A - CL 70B,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1948,"-74,123788","4,705505"
1949,261A05,Br. Bolivia,CL 70 - KR 107A Bis,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1949,"-74,12521","4,705118"
7209,482A05,Br. Bolivia,CL 70 - KR 109,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=7209,,
2022,041A05,Villas del Dorado San Antonio,KR 110 - CL 68C,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2022,"-74,127918","4,705"
2023,043A05,Salón Comunitario Villas del Dorado,KR 110 Bis - CL 65B,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2023,"-74,129894","4,702578"
2294,045A05,Av. Gonzalo Ariza,KR 110 Bis - CL 64,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2294,"-74,131018","4,700847"
1443,204A05,Br. San Antonio Engativá,AC 63 - KR 109 A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1443,"-74,130298","4,699042"
1444,411A05,Br. Viña del Mar,AC 63 - KR 104,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1444,"-74,125535","4,695449"
1445,202A05,Portal de Santa Inés,AC 63 - KR 97C,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1445,"-74,123291","4,693769"
1447,201B05,Centro Artesanal El Dorado,AC 63 - AK 96,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1447,"-74,120049","4,691148"
1449,079B05,Los Álamos,AC 63 - TV 93,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1449,"-74,119167","4,689682"
2718,095A05,Pq. Empresarial El Dorado,TV 93 - AC 63,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2718,"-74,119154","4,688084"
2719,058A05,Patio Único Particular,TV 93 - AC 26,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2719,"-74,123793","4,685669"
7210,484A05,Complejo Optimus,AC 26 - KR 96J,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=7210,,
2211,378A05,Villa del Mar,AC 26 - KR 100 Bis,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2211,"-74,129437","4,688871"
2212,194A05,CIAC,AC 26 - KR 103,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2212,"-74,131416","4,690361"
2387,380A05,Puente Aéreo,AC 26 - KR 106,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2387,"-74,133859","4,692184"
3028,383A05,Br. La Grovana,AC 26 - KR 106,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3028,"-74,13602","4,694172"
2213,382A06,CAC,AC 26 - KR 106,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2213,"-74,136022","4,69274"
2519,383A06,Aeronáutica Civil,AC 26 - KR 103,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2519,"-74,132843","4,690336"
2388,075A06,CIAC,AC 26 - AK 103,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2388,"-74,131962","4,689758"
2942,185A06,Veracruz Sector II,KR 100 - CL 25H,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2942,"-74,129978","4,687158"
3260,183A06,Urb. El Jardín,KR 100 - CL 25B,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3260,"-74,13203","4,684003"
2214,114A06,Rubén Vallejo,KR 100 - CL 23H,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2214,"-74,134502","4,681245"
1983,374A06,La Isla,KR 100 - CL 23H,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1983,"-74,135625","4,680363"
7793,434A06,IED Costa Rica,KR 100 - CL 23B,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=7793,,
1913,113A06,La Cabaña,KR 100 - CL 22I,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1913,"-74,13953","4,678086"
1778,157A06,San Cristobal Sur Viejo,KR 100 - CL L 20,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1778,"-74,142809","4,675528"
1822,124A06,Atahualpa,KR 100 - CL 17A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1822,"-74,145082","4,673725"
1984,061A06,Los Cambulos,CL 17 - KR 96H,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1984,"-74,143741","4,670014"
5979,398A06,Urb. Prado Grande,TV 88 - CL 19A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=5979,"-74,134333","4,664573"
91,018A07,Versalles Fontibón,AV. Centenario - KR 90,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=91,"-74,139131","4,662536"
1331,342A07,Río Fucha,AV. C. de Cali - CL 15A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1331,"-74,138591","4,657052"
1334,129B07,Uniagustiniana,AV. C. de Cali - AC 12,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1334,"-74,142116","4,654135"
1336,349B07,Uniagustiniana,AV. C. de Cali - CL 11 A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1336,"-74,144273","4,652091"
1338,127B07,Br. El Tintal Urbano,AV. C. de Cali - CL 10B,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1338,"-74,146364","4,650076"
1340,125B07,Humedal El Burro,AV. C. de Cali - CL 8A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1340,"-74,149338","4,647139"
1342,122B07,Biblioteca el Tintal,AV. C. de Cali - CL 6C,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1342,"-74,154262","4,64268"
1045,052A08,Estación Biblioteca Tintal,AV. Am&eacute;ricas - KR 82,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1045,"-74,155502","4,638358"
1886,003A08,Ciudad Techo II,AV. A. Mej&iacute;a - AV. Am&eacute;ricas,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1886,"-74,154185","4,635262"
1887,115A08,Corabastos,AV. A. Mej&iacute;a - DG 2,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1887,"-74,155566","4,633462"
996,114A08,Corabastos,AV. A. Mej&iacute;a - CL 36 Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=996,"-74,15686","4,629072"
2901,426A08,INEM  Kennedy,CL 38C Sur - KR 79G,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2901,"-74,15748","4,625351"
1773,149A08,INEM Francisco de Paula Santander,KR 79 - CL 38C Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1773,"-74,156958","4,624148"
1772,126A08,Calle 40C Sur,KR 79 - CL 40 Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1772,"-74,158135","4,622847"
1771,129A08,Br. Ciudad Kennedy Occidental,KR 79 - CL 41F Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1771,"-74,160743","4,620336"
1770,131A08,Calle 47F Sur,KR 79 - CL 42F Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1770,"-74,163558","4,61866"
4774,315A08,Br. El Descanso Nuevo Kennedy,CL 45 Sur - KR 78N Bis,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=4774,"-74,165628","4,616856"
4780,377A09,Br. Pastranita II Sector,CL 45 Sur - KR 78G,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=4780,"-74,164227","4,613863"
4121,373A09,Br. Chicó Oriental,CL 49 Sur - KR 78,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=4121,"-74,166188","4,611675"
4120,371A09,Br. El sol,CL 49 Sur - KR 77V,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=4120,"-74,166223","4,609376"
4442,361A09,Br. Altos del Zuque,CL 49 Sur - KR 77M,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=4442,"-74,166241","4,60705"
4443,357A09,Br. Provivienda Occidental,CL 55 Sur - KR 72G,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=4443,"-74,166133","4,603583"
4444,356A09,Urb. Olarte,KR 72D - CL 56D Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=4444,"-74,166542","4,601428"
5452,499A09,Br. Lucerna,CL 57B Sur - KR 72A BIS A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=5452,"-74,166105","4,599503"
4445,559A09,Urb. Olarte,CL 57B Sur - KR 71D,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=4445,"-74,164026","4,599439"
3302,347A09,Br. El Minuto de María,CL 57B Sur - KR 70,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3302,"-74,161158","4,599595"
3805,557A09,Desarrollo Minuto de María,CL 57B Sur - KR 68B,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3805,"-74,159087","4,59969"
2970,349A09,Br. Villa del Río II Sector,CL 57B Sur - KR 64B,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2970,"-74,156538","4,599751"
2405,354A09,Br. Villa del Río,CL 57B Sur - KR 62,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2405,"-74,154094","4,600213"
2406,390A09,Br. Boíta,KR 72J - CL 47 Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2406,"-74,151198","4,602653"
2407,391A09,Carrera 72J,CL 45 Sur - KR 72J,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2407,"-74,150345","4,60305"
2958,472A09,IED La Chucua,CL 43A Sur - KR 72G,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2958,"-74,147983","4,602222"
3817,509A09,Br. La Campiña,KR 72G - CL 42 Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3817,"-74,146257","4,603927"
3854,376A09,Br. Jaqueline,CL 46B Sur - KR 77W,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3854,"-74,16351","4,610062"
4505,381A09,Teatro El Parque,KR 78 - CL 43A Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=4505,"-74,161964","4,611585"
3855,130A09,Br. Timiza B,CL 42G Sur - KR 74A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3855,"-74,159014","4,611209"
3058,393A09,Br. Timiza,KR 74 - CL 42 Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3058,"-74,157104","4,611163"
3059,395A09,Parque Metropolitano Timiza,CL 41B Sur - KR 74,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3059,"-74,155945","4,61275"
5842,542A09,Br. Eduardo Santos,CL 41 Sur - TV 74C,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=5842,"-74,155731","4,615102"
944,103B09,Hsp. Occidente de Kennedy,AV. 1 de Mayo - CL 40B Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=944,"-74,153296","4,61687"
946,105B09,Br. Timiza,AV. 1 de Mayo - CL 39C Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=946,"-74,149741","4,617479"
7751,627B09,Br. Kennedy Supermanzana 6B,Av. 1 de Mayo - CL 37 Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=7751,,
948,104B09,Br. Provivienda Occidental,AV. 1 de Mayo - CL 35 Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=948,"-74,142821","4,619112"
1219,014B09,Br. Hipotecho Occidental,AV. Boyac&aacute; - CL 3A Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1219,"-74,139008","4,619698"
1222,205B08,Pq. Mundo Aventura,AV. Boyac&aacute; - CL 2A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1222,"-74,138101","4,625245"
1225,580B08,Br. Triunfo de las Américas,AV. Boyac&aacute; - CL 5A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1225,"-74,137781","4,628255"
1049,094A08,Estación Mundo Aventura,AV. Am&eacute;ricas - KR 71B,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1049,"-74,134471","4,629771"
1050,095A08,Estación Marsella,AV. Am&eacute;ricas - KR 69B,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1050,"-74,12872","4,629219"
1051,063A07,Estación Pradera,AV. Am&eacute;ricas - KR 65,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1051,"-74,119135","4,628155"
1052,332A07,Br. La Trinidad,AV. Am&eacute;ricas - KR 60,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1052,"-74,115513","4,627872"
1053,065A07,Estación Américas - Cra. 53 A,AV. Am&eacute;ricas - KR 53A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1053,"-74,109968","4,627277"
1054,029A07,Br. El Ejido,AV. Am&eacute;ricas - KR 44,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1054,"-74,100677","4,626206"
1055,028A07,Br. Industrial Centenario,AV. Am&eacute;ricas - TV 39,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1055,"-74,095749","4,62568"
1056,027A07,Br. Centro Urbano,AV. Am&eacute;ricas - AK 36,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1056,"-74,09222","4,625662"
1057,026A07,Br. La Florida Occidental,AV. Am&eacute;ricas - KR 32A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1057,"-74,087821","4,624913"
1058,350A07,Br. La Florida Occidental,AV. Am&eacute;ricas - KR 31,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1058,"-74,085442","4,624926"
1059,132A00,Br. Torre de las Américas,AV. Am&eacute;ricas - KR 27B,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1059,"-74,08012","4,623954"
1733,089A00,INPEC,AC 34 - KR 28A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1733,"-74,07762","4,624325"
1734,091A00,Urbanización La Victoria,AC 34 - AK 28,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1734,"-74,076679","4,624164"
1747,183A00,Br. Teusaquillo,AC 34 - AK 19,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1747,"-74,074284","4,623739"
413,347A00,Br. Teusaquillo,KR 17 - AC 34,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=413,"-74,072061","4,623993"
415,147A00,Br. La Magdalena,KR 17 - CL 37,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=415,"-74,07274","4,627032"
417,351A00,Urb. La Magdalena (Alcaldía Local de Teusaquillo),AK 19 - CL 39B,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=417,"-74,072575","4,629414"
419,143A00,Canal Arzobispo,AK 19 - DG 40A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=419,"-74,072358","4,630632"
421,145A00,Br. Palermo,AK 19 - CL 44,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=421,"-74,071741","4,633771"
423,352A00,Centro de Altos Estudios Sabio Caldas (Parque Gernika),TV 17 - DG 46A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=423,"-74,070393","4,635558"
425,103A00,Calle 51 (Br. Quesada),KR 17 - CL 51,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=425,"-74,069655","4,638671"
427,353A00,Clínica Eusalud (Br. Chapinero Occidental),KR 17 - CL 54A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=427,"-74,068884","4,643099"
2940,264A00,IED Manuela Beltrán,AC 57 - KR 15,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2940,"-74,06705","4,644196"
2713,638A00,Avenida Caracas,AC 57 - KR 13,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2713,"-74,064783","4,643821"
6649,208A02,Br. El Refugio,KR 59 - CL 152,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6649,"-74,064653","4,738891"
5269,210A02,Br. Las Vegas,CL 152 - AV. Villas,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=5269,"-74,06256","4,736454"
3954,031A02,Urb. El pinar la Fragua II Etapa,AV. Villas - CL 152,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3954,"-74,062456","4,73572"
4406,361A02,Br. Santa Helena,AV. Villas - CL 146A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=4406,,
4627,134A02,Br. Bosque de Los Urapanes,AV. Villas - CL 138,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=4627,"-74,063834","4,730175"
4411,358A02,Urb. Colina Campestre II Sector,AC 138 - KR 57A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=4411,,
4331,125A02,Parque Comercial La Colina 138,AC 138 - KR 55,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=4331,"-74,060351","4,726469"
4335,123A02,Br. Castañuela II,AC 138 - KR 54,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=4335,"-74,058091","4,725673"
6738,205A02,Br. Prado Veraniego,KR 52A - CL 137A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6738,"-74,055903","4,724641"
6726,186A02,Br. San José del Prado,KR 52A - CL 134D,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6726,"-74,056679","4,722377"
3530,018A02,Br. Prado Veraniego,AC 134 - KR 53B,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3530,"-74,058966","4,720344"
3531,023A02,C.C. Paseo San Rafael,AC 134 - KR 55A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3531,"-74,062434","4,722656"
3532,116A02,Urb. Colina Norte II,AC 134 - KR 57,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3532,"-74,064774","4,723674"
2646,091A02,Urb. La Colina Campestre V Sector,AV. Villas - CL 132A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2646,"-74,066653","4,723281"
2645,133A02,Urb. Iberia Triangulo II,AV. Villas - CL 130A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2645,"-74,067852","4,720604"
1965,154A02,Br. Las Villas,AV. Villas - CL 128B,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1965,"-74,069167","4,717566"
