estId,estSITPNumber,estNombre,estDireccion,estLink,estlongtitude,estlatitude
1842,293A12,IED Colombia Viva,KR 5 - CL 48P Bis C Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1842,"-74,108024","4,551791"
3540,295A12,Br. Los Molinos I Sector,TV 5A - CL 48K Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3540,"-74,108141","4,55493"
4691,297A12,Br. Cerros de Occidente,TV 3 - 48I Bis Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=4691,"-74,106622","4,556238"
2251,180A01,Parque El Country,AC 127 - KR 11C,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2251,"-74,037627","4,70459"
2234,181A01,Urbanización Santa Bárbara Norte,AC 127 - KR 11D,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2234,"-74,037978","4,703916"
2235,178A01,Instituto Pedagógico Nacional,AC 127 - KR 11C,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2235,"-74,035874","4,703906"
2370,014A01,Br. Molinos Norte,AK 9 - CL 107A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2370,"-74,040427","4,689531"
2492,015A01,Br. Rincón del Chicó,AK 9 - CL 104A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2492,"-74,04309","4,688092"
2834,622A00,Br. Chicó Norte III Sector,DG 92 - TV 17,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2834,"-74,050899","4,683565"
2568,290A00,Hotel Dann Carlton,DG 92 - TV 20,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2568,"-74,054044","4,681807"
2981,123A00,Br. La Castellana,AV. NQS - CL 89A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2981,"-74,061017","4,677948"
2982,770A00,Estación La Castellana,AV. NQS - CL 86,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2982,"-74,065136","4,675527"
2771,080A04,Estación NQS - Calle 75,AV. NQS - CL 76,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2771,"-74,070953","4,671011"
2772,079A04,Br. 12 de Octubre,AV. NQS - CL 71,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2772,"-74,073782","4,667696"
2773,431A04,Estación Av. Chile,AV. NQS - CL 70,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2773,"-74,075572","4,665613"
2559,454A05,Br. San Miguel,AV. NQS - CL 65,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2559,"-74,077474","4,661105"
2560,103A05,Estación Simón Bolívar,AV. NQS - CL 63G,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2560,"-74,078067","4,658333"
2561,455A05,Br. El Rosario,AV. NQS - CL 63C,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2561,"-74,078386","4,655105"
2562,112A05,Calle 63,AV. NQS - AC 63,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2562,"-74,078693","4,652113"
2134,456A05,Br. Campín Occidental,AV. NQS - CL 58A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2134,"-74,078874","4,64922"
2135,102A05,Estación EL Campín,AV. NQS - CL 53A Bis,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2135,"-74,079172","4,644856"
2136,114A05,Br. Nicolás de Federmán,AV. NQS - CL 52,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2136,"-74,079386","4,642035"
2137,113A05,Instituto Geográfico Agustín Codazzi IGAC,AV. NQS - CL 48,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2137,"-74,079543","4,638439"
2138,101A05,Estación U. Nacional,AV. NQS - CL 45,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2138,"-74,079762","4,634799"
1876,076A05,Br. Acevedo Tejada,AV. NQS - CL 29,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1876,"-74,080251","4,629849"
1950,401A06,Br. Gran América,AV. NQS - CL 25B,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1950,"-74,08271","4,625607"
1126,107B07,Cooperativa de Sub-Oficiales,AV. Boyac&aacute; - CL 10A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1126,"-74,135111","4,641015"
1129,068B07,Bavaria,AV. Boyac&aacute; - CL 8A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1129,"-74,136794","4,637663"
2353,054A07,Kr 72A,AC 8 - KR 72A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2353,"-74,137979","4,637107"
2352,048A07,Pq. Deportivo Castilla,AC 8 - KR 73,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2352,"-74,139349","4,637522"
2367,377A07,Br. Castilla,KR 78 - CL 7C,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2367,"-74,142459","4,637188"
2679,189A08,Br. Ciudad Kennedy Norte Supermanzana 9B,KR 78K - CL 35-15 Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2679,"-74,151404","4,626372"
3377,192A08,Br. Bosques de Kennedy,KR 78K - CL 40B Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3377,"-74,156165","4,621137"
2829,424A08,Pquia. Santa Margarita,TV 78J - CL 41C Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2829,"-74,158618","4,618474"
3197,252A08,Compensar Avenida 1 de Mayo,CL 42 Sur - TV 78H,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3197,"-74,159969","4,616399"
2830,515A09,Br. Timiza,CL 42 Sur - KR 78D,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2830,"-74,159127","4,614527"
4158,396A09,Br. Timiza B,TV 78 - CL 41B Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=4158,"-74,155867","4,614401"
4163,399A09,Br. Timiza B,DG 40C Sur - KR 74,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=4163,"-74,15315","4,614147"
5513,599A09,Multifamiliares Carimagua,KR 73 - CL 39 Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=5513,"-74,150457","4,614094"
5520,600A09,Br. Lucerna,KR 73 - CL 38B Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=5520,"-74,148418","4,615768"
2766,037A09,Parque Los Urapanes,CL 40 Sur - KR72G,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2766,"-74,14558","4,606143"
5890,404A09,Br. Tundama,TV 72D Bis - CL 46 Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=5890,"-74,149277","4,601206"
329,232B00,Cuerpo Oficial de Bomberos de Bogotá,AK 13 - CL 61,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=329,"-74,063797","4,648171"
332,098B00,Br. Chapinero Central,AK 13 - CL 58,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=332,"-74,064462","4,644222"
335,233B00,Tecnoparque SENA,AK 13 - CL 54,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=335,"-74,064913","4,641567"
338,198B00,Fundación Oftalmológica Nacional,AK 13 - CL 50 A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=338,"-74,065605","4,637421"
341,234B00,Universidad Piloto,AK 13 - CL 46,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=341,"-74,066268","4,633435"
1723,140A00,Br. San Martín,AC 32 - KR 13A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1723,"-74,069215","4,618948"
2948,136A00,Br. Teusaquillo,AC 32 - KR 17,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2948,"-74,072316","4,620924"
1928,026A00,Pq. El Renacimiento,KR 19B - CL 24,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1928,"-74,077973","4,618689"
4733,298A09,Br. El Rubí de Kennedy,KR 79 - CL 57I Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=4733,"-74,176377","4,609249"
4734,297A09,Br. El Rubí II,CL 58 Sur - KR 78J,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=4734,"-74,175504","4,607727"
5705,309A09,Br. Villa de los Sauces,CL 58 Sur - KR 77I,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=5705,"-74,174405","4,60527"
4566,528A09,Urbanización La Unidad,KR 77H - CL 57 I Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=4566,"-74,173637","4,604069"
3572,312A09,Urbanización Nueva Roma,CL 57C Sur - KR 77H,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3572,"-74,172817","4,604281"
424,352B00,Parque Gernika,TV 17 - CL 45F,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=424,"-74,070597","4,635271"
426,103B00,Br. Quesada,KR 17 - CL 50,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=426,"-74,069655","4,638671"
428,353B00,Br. Chapinero Occidental,KR 17 - CL 54,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=428,"-74,068884","4,643099"
430,102B00,Iglesia Divino Salvador,KR 17 - CL 57,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=430,"-74,068428","4,645568"
432,354B00,Centro Johann Kepler,KR 17 - CL 61,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=432,,
2456,279A00,Cl 67,KR 9 - CL 67,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2456,"-74,059506","4,651995"
2457,280A00,Br. Quinta Camacho,KR 9 - CL 70,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2457,"-74,058043","4,654319"
2458,394A00,Universidad EAN,KR 9 - CL 71,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2458,"-74,057168","4,655617"
3249,105A00,KR 9,KR 9 - CL 73,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3249,"-74,055968","4,657332"
3301,106A00,Gimnasio Moderno,KR 9 - CL 76,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3301,"-74,054005","4,660298"
3689,107A00,Br. El Nogal,KR 9 - CL 79,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3689,"-74,052867","4,66179"
3690,318A00,Br. El Nogal,KR 9 - CL 81,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3690,"-74,051859","4,663539"
3691,294A00,Br. El Retiro,AC 82 - KR 9,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3691,"-74,050883","4,66558"
3692,295A00,C.C. Andino,AC 82 - KR 12,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3692,"-74,052728","4,667539"
6722,296A00,Parque León de Greiff,CL 84 BIS - KR 13,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6722,"-74,054358","4,668858"
384,305B00,C.C. Artelana,AK 15 - CL 85,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=384,"-74,054908","4,670718"
386,306B00,Pq. El Virrey,AK 15 - CL 87,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=386,"-74,054091","4,672434"
388,307B00,CADE Chicó,AK 15 - CL 90,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=388,"-74,053373","4,67378"
390,308B00,C.C. La Plazuela,AK 15 - CL 90,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=390,"-74,052669","4,67524"
392,310B00,Cámara de Comercio Sede Norte,AK 15 - CL 93,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=392,"-74,051125","4,678223"
393,311B00,Br. Chicó Norte II Sector,AK 15 - CL 95,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=393,"-74,049393","4,681578"
395,312B00,Br. Chicó Norte II Sector,AK 15 - CL 97,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=395,"-74,048924","4,682454"
397,094B00,Centro de Negocios Chicó Plaza,AK 15 - CL 98,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=397,"-74,048381","4,683708"
12,093A02,Br. Estoril,AC 100 - KR 47A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=12,"-74,060152","4,687828"
6670,055A02,Clínica General de la 100,KR 53 - AC 100,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6670,"-74,062666","4,689123"
6672,057A02,Parroquia Santo Domingo Savio,KR 53 - CL 104,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6672,"-74,062504","4,69332"
3493,059A02,Br. Pasadena,KR 53 - CL 107,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3493,"-74,062609","4,695387"
3495,061A02,Br. Mónaco,KR 53 - CL 115,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3495,"-74,062299","4,699695"
2641,140A02,Br. Mónaco,AC 116 - KR 53B,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2641,"-74,064005","4,701098"
2866,142A02,Pq. Canal Molinos,AC 116 - KR 54B,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2866,"-74,065754","4,701448"
3992,053A02,Colegio Agustiniano Norte,AC 116 - AV. Suba,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3992,"-74,069236","4,700506"
3489,053A03,Iglesia San Nicolás de Toletino,AC 116 - KR 70C,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3489,"-74,073653","4,699174"
3488,055A03,Br. Potosí,AC 116 - KR 70H,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3488,"-74,075793","4,698803"
3235,237A03,Br. Potosí,AC 116 - KR 71C,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3235,"-74,079293","4,70047"
2058,077A04,Br. El Minuto de Dios,AC 80 - KR 73B,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2058,"-74,091513","4,696865"
2164,076A04,Br. El Minuto de Dios,KR 76 - CL 80B,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2164,"-74,092423","4,698163"
2165,069A04,Br. El Minuto de Dios,TV 76 - DG 81I,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2165,"-74,09196","4,701682"
2166,071A04,Congreso Eucarístico,TV 76 - DG 83,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2166,"-74,092377","4,704334"
2059,020A04,Br. La Serena,KR 76 - CL 89A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2059,"-74,092113","4,70717"
2167,101A04,Br. La Serena,AC 90 - KR 76B,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2167,"-74,092491","4,708284"
2336,028A04,Br. La Serena,AC 90 - KR 84B,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2336,"-74,09391","4,709579"
1795,088A04,Br. Los Cerezos,AC 90 - KR 87B,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1795,"-74,096148","4,711621"
1838,030A04,Br. Los Cerezos,AC 90 - KR 91,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1838,"-74,097246","4,712681"
2337,022A04,Desarrollo Luis Carlos Galán,AC 90 - KR 94L,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2337,"-74,099667","4,715028"
2451,024A04,Ciudad Bachué,AC 90 - KR 95F,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2451,"-74,102302","4,717624"
4688,296A12,Br. Príncipe de Bochica,TV 3 - CL 48I BIS Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=4688,"-74,106856","4,556227"
4689,294A12,Br. Los Molinos I Sector,TV 5A - CL 48K Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=4689,"-74,108127","4,55562"
1841,292A12,IED Colombia Viva,KR 5 - CL 48P Bis B Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1841,"-74,108156","4,551683"
3186,439A12,Br. Diana Turbay San Agustín,KR 5 - CL 48Q Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3186,"-74,10871","4,550005"
2932,246A12,Br. San Agustín,CL 49A Sur - KR 5B,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2932,"-74,112558","4,547895"
1759,080A11,Br. San Carlos,CL 53 Sur - KR 17A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1759,"-74,129143","4,566248"
1792,078A11,Pq. El Tunal,CL 53 Sur - KR 19A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1792,"-74,131487","4,568776"
1545,077A11,Estación Biblioteca,AV. V/cio - CL 51 Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1545,"-74,130508","4,569988"
1566,074A11,Hsp. El Tunal,KR 20 - CL 47B Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1566,"-74,128649","4,571798"
1568,572A11,Br. Tunal Oriental,CL 47B Sur - KR 22,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1568,"-74,128186","4,574276"
1571,075A11,Br. Tunal Oriental,CL 47B Sur - TV 23A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1571,"-74,128834","4,576702"
2034,122A11,C.C. Ciudad Tunal,AK 24A - CL 48B Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2034,"-74,130136","4,577094"
2035,025A11,Br. Tunal Oriental,AK 24 - CL 52 Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2035,"-74,13418","4,575424"
2036,027A11,Br. El Tunal,AK 24 - AV. Boyac&aacute;,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2036,"-74,137605","4,574043"
1197,505B11,Br. Tunal Sector II,AV. Boyac&aacute; - KR 24,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1197,"-74,140085","4,5759"
1199,116B11,IED Ciudad de Bogotá Sede B,AV. Boyac&aacute; - KR 27,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1199,"-74,14083","4,577357"
1201,093B10,Br. San Vicente Ferrer,AV. Boyac&aacute; - KR 31,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1201,"-74,142536","4,581417"
1203,075B10,Colmotores,AV. Boyac&aacute; - KR 35,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1203,"-74,14344","4,585056"
1205,087B10,Br. Venecia Occidental,AV. Boyac&aacute; - DG 52A Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1205,"-74,144457","4,587655"
1207,088B10,Pq. Lagunetas,AV. Boyac&aacute; - DG 49 A Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1207,"-74,145128","4,591625"
1209,092B09,Parroquia San Andrés,AV. Boyac&aacute; - CL 44B Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1209,"-74,144783","4,598423"
1211,112B09,Calle 40 Sur,AV. Boyac&aacute; - CL 40 Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1211,"-74,143503","4,601937"
1213,091B09,Br. Nueva York,AV. Boyac&aacute; - CL 39B Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1213,"-74,142268","4,60526"
1215,111B09,IED OEA Sede B,AV. Boyac&aacute; - CL 38 Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1215,"-74,141114","4,609372"
1217,089B09,Br. Carvajal,AV. Boyac&aacute; - CL 37 Sur,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1217,"-74,140487","4,613416"
1228,103B07,Avenida Américas,AV. Boyac&aacute; - CL 6D,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1228,"-74,13729","4,633339"
1231,104B07,Cooperativa de Sub-Oficiales,AV. Boyac&aacute; - AC 8,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1231,"-74,136829","4,636157"
1234,105B07,Cooperativa de Sub-Oficiales,AV. Boyac&aacute; - CL 9,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1234,"-74,135942","4,638561"
1237,106B07,Avenida Alsacia,AV. Boyac&aacute; - CL 11A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1237,"-74,131894","4,644259"
1240,331B07,Br. Villa Alsacia,AV. Boyac&aacute; - CL 12B,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1240,"-74,130507","4,64569"
1243,056B07,Av. Centenario,AV. Boyac&aacute; - AV. Centenario,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1243,"-74,127901","4,647798"
1246,194B06,Br. Franco,AV. Boyac&aacute; - CL 18A,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1246,"-74,124507","4,651102"
1248,136B06,C.C. Montevideo Plaza,AV. Boyac&aacute; - CL 20,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1248,"-74,121848","4,654177"
1250,134B06,Br. Esperanza Sur,AV. Boyac&aacute; - CL 23,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1250,"-74,117566","4,659292"
1252,008B06,Avenida Esperanza,AV. Boyac&aacute; - AV. Esperanza,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1252,"-74,115398","4,661775"
1254,031B05,Avenida Calle 26,AV. Boyac&aacute; - AC 26,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1254,"-74,111273","4,666458"
1256,130B05,CAI Normandía,AV. Boyac&aacute; - CL 52,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1256,"-74,107292","4,670582"
1258,027B05,Avenida Calle 63,AV. Boyac&aacute; - AC 63,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1258,"-74,103852","4,674309"
1260,128B05,Br. San Joaquín,AV. Boyac&aacute; - CL 64C,http://www.sitp.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=1260,"-74,101362","4,67812"
